augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,7776,??? ? ??,??? ?? ????
BR,7777,? ???,??? ???????
BR,7778,?? ?? ??? ? ??,??? ?? ??? ??? ??? ???
BR,7779,?? ??,??? ?????
BR,7780,???? ?? ?? ? ?? ??,??? ??? ??? ?? ??
BR,7781,? ?? ?? ???,??? ?????.
BR,7782,??? ??? ?? ?? ???,???? ??? ? ???
BR,7783,??? ?? ?? ???? ??? ??(?) ??? ?? ???? ?? ?? ?? ?? ?? 1? ??,??? ??? ???? ??? ??
BR,7784,?? ???? ???? ?? ?  ???  ?  ???  ??,??? ??? ??? ? ????
BR,7785,?? ????,???? ???????
BR,7786,?? ?? ?? ??,??? ??? ????
BR,7787,?? ?? ?????,??? ????????
BR,7788,??  ?? ??  ??  ??,?????? ???? ??? ??? ?? ????
BR,7789,?  ??  ??  ??  ???  ?  ?,??? ????? ?? ????
BR,7790,? ?? ? ??,??? ??? ????
BR,7791,? ?? ???,?? ?? ?? ???
BR,7792,???? ?? ??,??? ????? ? ? ????.
BR,7793,??? ?? ??,???? ???????
BR,7794,??  ???  ?? ??  ??  ??  ??  ?,??????? ??? ??? ??? ????
BR,7795,?? 1?? ?,1?? ?? ?????.
BR,7796,??? ? ? ? ????,??? ? ??? ?? ??????.
BR,7797,? ?? ? ??,?? ? ? ?? ?? ?? ???
BR,7798,?? ??? ?? ???,??? ??? ??? ???
BR,7799,? ??? ????,?? ?? ???.
BR,7800,?? ??? ? ?? ? ?? ????,????? ??? ?????.
BR,7801,??? ?? ?? ?? ?????,??? ???????.
BR,7802,?  ???  ??  ?? ???,???? ??? ?? ??? ?????
BR,7803,? ?? ?? ?? ??? ?? ??? ???,??? ?? ?? ???? ?? ?? ??????
BR,7804,?? ?? ?? ?? ???,?????? ?? ??? ???
BR,7805,? ??? ?? ???? ????,? ??? ??? ?? ??? ????
BR,7806,? ?? ????,??? ????.
BR,7807,??? ?? ?????,???? ???????
BR,7808,?  ?  ??,??? ??? ?????
BR,7809,? ?? ??? ???,?? ?? ???? ??? ????
BR,7810,? ?? ?? ? ??? ?? ??,?? ?? ???? ???????.
BR,7811,?? ???? ???,??? ??? ????.
BR,7812,?? ?? ?? ???,??? ????.
BR,7813,? ?? ???? ?? ??,?? ??? ???? ?? ?
BR,7814,??  ??  ? ?? ??? ?? ???? ??,?? ??? ?? ?? ???? ??? ?????
BR,7815,? ? ???,?? ???
BR,7816,?? ? ?? ???,??? ?? ??? ?? ??
BR,7817,??? ? ?? ????,???? ?? ??? ???
BR,7818,?? ???,??? ???.
BR,7819,???  ?  ? ??  ??  ??  ???  ??,?? ?? ???? ??? ??? ? ????
BR,7820,?? ?? ??? ??,??? ????.
BR,7821,? ?? ??? ??,???? ??? ??? ??
BR,7822,??,??????
BR,7823,?? ?? ?????,??? ???????
BR,7824,? ???,?? ????
BR,7825,T ??? ? ? ?? ???,????? ??? ?????.
BR,7826,??? ???? ?? ?,???? ???? ???
BR,7827,?? ?? ??,??? ????.
BR,7828,?? -? ?? ??,??? ?? ??? ??
BR,7829,?? ??? ??? ?? ???,?? ? ?? ?????? ?? ????.
BR,7830,?? ??,??? ???????.
BR,7831,?? ?? ?? ?? ???,?? ??? ?????
BR,7832,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,7833,?? ? ??? ? ??? ??,??? ? ??? ??? ?? ????
BR,7834,??  ?? ??,???? ??? ?????
BR,7835,?  ???1  ?? ??,??? ??? ????
BR,7836,??? ?? ???,???? ??? ???
BR,7837,?? ???? ??,??? ???????
BR,7838,? ???,??? ???????
BR,7839,?? ?? ??,??? ??? ??? ??
BR,7840,? ??? ??? ??,??? ??? ????
BR,7841,?? ? ? ???,???? ??? ????.
BR,7842,?? ?? -? ?? ?? ?? ?? ?? ?? ???,???? ???? ??? ?? ??? ??
BR,7843,??  ?  ?? ??,??? ??? ?????
BR,7844,?? ?? ?????,??? ???????
BR,7845,???  ??  ??,??? ??? ?? ??? ??????
BR,7846,?? ? ?? ?? -?,???? ?? ?? ??
BR,7847,?  ??  ???  ??  ??  ??  ?,????? ??? ??? ????
BR,7848,??? ? ?? ??? ????,??? ?? ??? ???? ??????.
BR,7849,?? ? ?,?? ??? ?? ???? ???.
BR,7850,?? ??,?? ? ????.
BR,7851,?? ?? ??,?? ??? ???? ?????.
BR,7852,? ???,?? ??
BR,7853,??  ????  ???  ??,????tax refund ? ??? ????
BR,7854,? ?? ? ??,?? ??? ?? ??
BR,7855,?? ??? ??,??? ??? ??
BR,7856,?? ?? ???? ??,??? ????.
BR,7857,? ?? ???,?? ??????.
BR,7858,? ?? ??? ?? ???? ?? ??,??? ?????.
BR,7859,??? ?? ?? ? ????,??? ?? ????? ?? ?????.
BR,7860,? ?? ??? ??,??? ????? ????. ?? ??? ? ???.
BR,7861,?? ? ?? ???,??? ?? ?? ??? ??? ???.
BR,7862,?? ?? -? ?? ?? ?? ?? ?? ???,???? ???? ??? ?? ??? ??
BR,7863,? ? ??? ?? ??,?? ?? ?? ?? ??? ???.
BR,7864,?? ?? ???,?? ??? ???????
BR,7865,?? ??,??? ?????.
BR,7866,? ?? ??? ???? ??,??? ??? ?? ????
BR,7867,?? ??? ??,?? ?? ??? ??????.
BR,7868,? ? ?? ?? ??? ? ?? ???,?? ?? ???? ??? ??? ???
BR,7869,?? ? ?? ?? ???,?? ??? ?????.
BR,7870,? ? ? ? ?? ????,????? ??? ?????.
BR,7871,?? ?? ? ?? ?? ??,???? ??? ??? ????
BR,7872,???  ??  ?  ? ?  ?,?????? ???? ??? ?????
BR,7873,? ?? ? ? ??,????? ??? ?????.
BR,7874,?? ? ?? ??? ??? ?? ??,??? ????? ??? ???
BR,7875,?? ??? ??,? ??? ??? ??
BR,7876,? ? ????,??? ??????
BR,7877,??  ?  ?? ??  ?,??? ???? ??? ?????
BR,7878,? ?? ?? ??? ??,?? ? ? ?? ?? ?? ???
BR,7879,??  ??  ???  ??  ????  ??,??? ???? ??? ?????
BR,7880,??  ?? ?  ??,?? ??? ?? ? ???? ??? ?????
BR,7881,?? ?? ???,?? ??? ?? ????.
BR,7882,? ???,?? ? ????.
BR,7883,? ????? ??,?? ???????.
BR,7884,?? ?? ?? ??? ??,? ??? ??? ???? ??? ?????
BR,7885,?? ?? ?????,??? ???????.
BR,7886,? ?? ???,?? ????.
BR,7887,??? ?? ? ? ????,??? ?? ????????
BR,7888,?? ?? ?? ??,?? ??? ??????
BR,7889,??? ? ???,???? ?? ???
BR,7890,?? ? ?? ??,???? ??? ? ????
BR,7891,?? ? ?? ???,??? ?? ??? ?? ??
BR,7892,??? ??,?? ??? ???.
BR,7893,? ?? ? ??,? ??? ????
BR,7894,?? ?? ??? -?,???? ??? ??
BR,7895,?? 3?,3?? ?????.
BR,7896,? ? ?? ?? ????,? ??? ?????.
BR,7897,??  ???  ?  ??,?? ???? ??? ?????
BR,7898,? ? ????,?? ?? ?????.
BR,7899,?? ? ???,?? ?? ?? ???
BR,7900,?? ?? ?? ??? ???,??? ????.
BR,7901,? ??? ? ????,?? ??? ?? ??? ? ??
BR,7902,??  ??  ??  ?,?? ???? ??? ?????
BR,7903,? ???,?? ???
BR,7904,? ?? ???,?? ?? ?? ???
BR,7905,? ?,?? ??? ????
BR,7906,?? ? ?? ????,????? ??? ?????.
BR,7907,?? ? ??,??? ??????.
BR,7908,?? ?? ??? ? ??,?? ????? ???
BR,7909,? ?? ?? ???,?? ??? ???? ??? ??
BR,7910,?? ?? ???,?? ?? ?? ?? ???
BR,7911,???? ? ??,???? ?? ????.
BR,7912,??? ? ????? ???,???? ?? ?? ?????.
BR,7913,?? ??? ?? ???,??? ????.
BR,7914,? ? ?? ?? ????,? ??? ???????
BR,7915,?? ?? ?????,??? ????????
BR,7916,?? ???,??? ???
BR,7917,???  ???  ??  ?,??? ???? ?? ?? ??????
BR,7918,??  2?  ?? ??  ?,?2 ???? ??? ?????
BR,7919,? -? ? ? ??? ??,?? ?? ??? ???
BR,7920,?? ??? ? ????,??? ??? ?? ??? ? ??
BR,7921,??? ?? ?? ??? ???? ??,????? ??? ????? ???? ????
BR,7922,? ? ??? ???,?? ?? ??? ??? ??
BR,7923,?? ?? ? ??? ???,??? ?? ? ?? ???
BR,7924,?? ?? 1?,1?? ?????.
BR,7925,?? ??? ??? ???? ??,?? ??? ?? ????
BR,7926,?? ?????,??? ???????.
BR,7927,?? ??? ??,??? ??? ?? ????.
BR,7928,??  ?? ??  ?,???? ??? ?????
BR,7929,??? ?? ? ????,??? ?? ????????
BR,7930,???  ??  ?,???? ??? ? ?? ?? ??????
BR,7931,?? ? ?? ?? ???? ??,??? ???????. ???? ? ?????
BR,7932,??  ??  ??  ?? ?  ?,????? ??? ?????
BR,7933,?? ? ? ??,??? ??? ?????.
BR,7934,? ??,?? ??
BR,7935,?? ? ? ??? ?? ?? ??,??? ?? ??? ??? ??
BR,7936,?? ? ??,??? ???
BR,7937,? ? ??? ??? ?? ??,? ?? ???? ???????.
BR,7938,?? ? ??? ? ?? ??? ??,??? ? ??? ??? ??? ????
BR,7939,? ? ?? ?,???? ???
BR,7940,?? ? ??,??? ??? ????
BR,7941,?  ??  ???  ?  ?,?????? ?? ??????
BR,7942,?? ???? ? ?? ??,? ??? ???????
BR,7943,???  ?? ??  ?  ??,???? ??? ? ?? ?? ??????
BR,7944,? ?? ??,??? ? ??? ??
BR,7945,?? ?? ? ??? ??,?? ??? ?? ??? ???
BR,7946,?? ???,??? ?????.
BR,7947,?? ???,?? ???
BR,7948,?? ?,??? ?? ?
BR,7949,??  ???  ??  ??  ?? ??  ??  ?,??????? ??? ??? ??? ????
BR,7950,?? ? ??,? ?? ??? ????.
BR,7951,?? ??? ?? ??,??? ?? ???? ??
BR,7952,???  ?  ?????  ???  ??,?????? ??? ??? ? ????
BR,7953,?? ? ?? ?? -?,???? ?? ?? ??
BR,7954,?? ?,??? ??? ????
BR,7955,??  ?  ?? ?,?? ? ???? ??? ????
BR,7956,? ? 1? ??,??? 1??? ? ? ????.
BR,7957,?? ? ?? ????,????? ??? ?????.
BR,7958,??,?????.
BR,7959,? ? ?? ??? ?? ??? ??,?? ?? ? ??? ???? ?????
BR,7960,??? ?? ?? ?? ? ?? ??,???? ? ??? ?? ??? ?? ????
BR,7961,? ?? ?? ?? ????,??? ??? ???? ?? ????
BR,7962,?? ?? ???,?? ??? ??????.
BR,7963,?? ?? ?? ?? ?? ? ???,???? ?? ??? ?? ??? ??? ???
BR,7964,??,?? ???? ??? ?????
BR,7965,? ?? ? ? ?? ????,????? ??? ?????.
BR,7966,?? ?? ?? ??,?? ?????
BR,7967,? ? ???,??? ? ???? ????
BR,7968,? ?? ?? ??? ? ???,?? ??? ?? ?? ?? ??
BR,7969,??  ??  ??  ?,???? ??? ?????
BR,7970,? ?? ? ? ?? ?? ????,????? ??? ?????.
BR,7971,?? ?? ?? ?? ???? ?? ??,???? ?? ??? ??? ??? ??
BR,7972,??  ?  ??,??? ??? ?????
BR,7973,?? ?? ?? ????,? ?? ??? ??? ?? ??????
BR,7974,?? ?? ? ?? ??,???? ??? ??? ????
BR,7975,??  ??  ??  ??,??? ?? ? ????.
BR,7976,??? ?? ? ??? ??,???? ? ??? ?? ???? ?? ????
BR,7977,? ??,???? ??
BR,7978,? ?? ? ?? ??,?? ????? ?? ? ? ?????
BR,7979,?? ????? ?? ???,??? ?? ???.
BR,7980,?? ???,??? ????.
BR,7981,?? ?? ?? ?? ???,??? ??? ???
BR,7982,? ?? ??? ??,??? ????? ????. ?? ??? ? ???.
BR,7983,?? ?? ???,??? ?? ????
BR,7984,??  ??  ?  ??,?? ??? ?? ?? ???? ??? ?????
BR,7985,?? ????? ??,??? ?? ???.
BR,7986,??,????
BR,7987,?? ?? ? ?? ?? ????,??????? ??? ?????.
BR,7988,??? ?? ????,??? ???? ???? ????????
BR,7989,?? ? ? ??,??? ??? ? ? ????
BR,7990,? ? ? ??,??????? ?????.
BR,7991,??? ? ??? ??? ??,???? ?? ??? ??? ???
BR,7992,??  ?  ??  ? ?  ?,??? ???? ??? ?????
BR,7993,?? ?? ??? ??,??? ????.
BR,7994,??? ??,???? ??
BR,7995,? ?? ??? ??,?? ????.
BR,7996,? ?? ?? ?? ??? ??,??? ????? ????. ?? ??? ? ???.
BR,7997,? ?? ?? ?? ?? ??,??? ??? ??? ????
BR,7998,? ?? ? ?? ? ??,??? ??? ??? ????
BR,7999,? ? ?? ?? -?,??? ?? ?? ??
BR,8000,?? ?? ?,??? ??
BR,8001,?? -?? ?? ? ???,???? ? ??? ? ???
BR,8002,??? ? ????? ???,???? ?? ?? ?????.
BR,8003,? ?? ????,? ? ???????.
BR,8004,??  ??,??? ??? ?????
BR,8005,???? ? ? ??,?? ??? ??????.
BR,8006,? ? ?? ????,? ??? ???????
BR,8007,?? ?? ?? -? ??,??? ????? ???
BR,8008,?? ?? ??,??? ????????
BR,8009,? ? ?? ???,??? ??? ???
BR,8010,?? ????? ??,??? ????????
BR,8011,?  ??  ???  ??  ??  ?  ?,????? ??? ?? ????
BR,8012,?? ?? ?? ??? ?? ?,? ??? ??? ?? ?? ??? ??
BR,8013,?? ? ??,?? ??? ???? ?? ????.
BR,8014,??  ??  ???  ?  ??,?? ???? ??? ?????
BR,8015,?? ?? ??? ???,??? ??? ?? ??? ?? ?? ???
BR,8016,?? ???? ?? ?? ?,? ??? ???????
BR,8017,??  ??,?? ?? ????
BR,8018,?  ??  ??  ??  ???  ??,??? ????? ??? ????
BR,8019,?? ? ?? ???,???? ??? ????.
BR,8020,??  ???  ?? ???  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,8021,?? ???? ??,? ??? ???????
BR,8022,?? ??? ??? ??,?? ??? ?? ????
BR,8023,?? ?? ??? ?? ??,??? ?? ?? ??? ??
BR,8024,?? ? ?? ? ???,????? ??? ?????.
BR,8025,?? ??? ??,? ??? ??? ??
BR,8026,?? ? ??,?? ?? ????
BR,8027,?? ??? ?? ? ??,??? ???????.
BR,8028,? ??,?? ? ?????
BR,8029,???  ??  ?  ??,???? ??? ? ?? ?? ??????
BR,8030,?? ?? ????,?? ??? ?????.
BR,8031,?? ?? ??? ?? ??,??? ???? ??? ???
BR,8032,??? ? ??,? ???? ?? ???
BR,8033,???  ??  ??,???? ?? ? ? ?????
BR,8034,?? ?? ??,??? ????
BR,8035,?? ?? ???,?????? ????
BR,8036,?? ???? ??? ??,"???, ?????"
BR,8037,?? ?? ??,??? ??? ???? ?? ????.
BR,8038,???  ??  ???  ??  ?? ?  ?,????? ??? ?????
BR,8039,???? ? ?? ?? ?? ? ???,??? ?? ??? ?? ??? ??? ???
BR,8040,?? ?? ??? ???,??? ??? ??? ????.
BR,8041,?? ?? ?? ???,??? ??? ???
BR,8042,?? ?? ?? ??,??? ????.
BR,8043,? ?? ?? ?? ???,? ??? ???????
BR,8044,?? ?? ????? ???,??? ??? ?? ?????.
BR,8045,?? ? ?? ? ???,?? ??? ?? ??? ?? ?? ??? ???.
BR,8046,?? ? ?? ??? ??? ? ???,???? ?? ???? ?? ??? ?? ??? ???
BR,8047,???  ?,???? ??? ?????
BR,8048,??  ?? ??  ??,?? ? ? ??? ???? ????.
BR,8049,?? ??? ???? ???? ?? ? ???,?? ??? ??????.
BR,8050,???  ??  ??,???? ??? ? ?? ?? ??????
BR,8051,??  ? ?? ??  ???  ?,?? ???? ??? ?????
BR,8052,? ? ??,? ?? ????.
BR,8053,?? ???,??? ???
BR,8054,??  ??  ??,?? ???? ??? ?????
BR,8055,?? ?? ?? ?? ??,?? ??? ?? ??? ????
BR,8056,?? ??? ???,???? ????.
BR,8057,?? ?? ? ??? ???,??? ? ??? ??
BR,8058,?? ?? ??? ?? ??,??? ?? ?? ??? ??
BR,8059,? ??? ?? ???,?? ???? ??? ???
BR,8060,?? ??,? ?? ???
BR,8061,?? ?? ??? ? ? ??,??? ?? ?? ?? ??
BR,8062,???  ??  ?? ???,???? ??? ? ?? ?? ??????
BR,8063,?? ???? ? ?? ?? ???,??? ?? ??? ?? ????.
BR,8064,?? ?? ?? ? ??,?? ?? ??? ????.
BR,8065,?? ?  ??  ???  ??  ?,?? ??? ???? ??????
BR,8066,?? ??? ??? -?,??? ???? ??? ??
BR,8067,?? ??,?? ?????
BR,8068,??? ?? ?? ????,??? ??? ???????.
BR,8069,? ?? ???,???? ???
BR,8070,? ? ?? ? ?? ?? ???,?? ?? ?? ??? ?? ??
BR,8071,???  ??  ??,???? ?? ? ? ?????
BR,8072,??  ??  ? ?? ??? ?? ???? ??,???? ???? ??? ?????
BR,8073,?? ?? ?? ?? ?? ??? ?? ??,?? ???? ??? ??
BR,8074,? ?? ????,??? ???????.
BR,8075,?? ?????,??? ????????
BR,8076,?? ?? ?? ??,???? ??? ???? ???
BR,8077,?? ?? ? ?? ????,?? ??? ?????.
BR,8078,??  ?  ??  ?  ? ?,?? ???? ??? ????
BR,8079,?? ??? ??,???? ???? ???.
BR,8080,?? ?,??? ??? ????
BR,8081,?? ???? ?? ??  ??  ??,???? ???? ??? ??? ??? ????
BR,8082,??  ??  ??  ?,?? ??? ?? ?? ???? ??? ?????
BR,8083,??? ? ????,??? ???? ??? ????????
BR,8084,?? ?? ?? ??,???? ???? ??? ??? ? ???
BR,8085,? ?? ??? ??? ? ???,?? ??? ??? ?? ?? ??
BR,8086,??  ???  ?  ??  ???,?? ??? ??? ?????????.
BR,8087,?? ? ?? ? ??,??? ?? ??
BR,8088,?  ???  ??  ?,???? ??? ?? ??? ?????
BR,8089,?? ? ?? ?? ?? ????,????? ??? ???????
BR,8090,? ?? ? ?? ???,? ??? ?????.
BR,8091,???  ??  ?  ?  ? ?,?????? ???? ??? ?????
BR,8092,?? ?? ?? ??? ??,??? ?????
BR,8093,?? ?? ???,?? ??? ?????
BR,8094,??,?????.
BR,8095,?? ??? ?,??? ????
BR,8096,? ?? ??,? ? ?? ?????
BR,8097,? ??? ?? ? ??? ?? ?,?? ?? ??? ???
BR,8098,? ?? ?? 1??,??? ??? ?? 1????
BR,8099,??? ?? ?????,???? ???????
BR,8100,? -?? ? ? ???,?? ??? ??
BR,8101,?? ???? ?? ?? ?? ???,??? ?? ??? ?? ????.
BR,8102,?? ?? ?? ???? ??? ??,??? ??? ???? ??? ??
BR,8103,?? ?? ??? ??? ??? ? ???,??? ??? ??? ???? ???
BR,8104,?? ? ??? ??? ?? ??,??? ?? ?? ??? ????
BR,8105,?? ???? ???,?? ???? ??
BR,8106,? ????? ??,?? ????????
BR,8107,?? ? ?? ?? ?? ??,?? ?? ?? ?? ??? ??
BR,8108,?? ?,??? ???
BR,8109,?? ? ???,????? ??? ?????.
BR,8110,?? ?? -?,??? ?? ??
BR,8111,??? ?? ?? ?? ????,??? ??? ???????.
BR,8112,? ?? ?,??? ??? ????
BR,8113,?? ?? ??,??? ?? ??? ???? ???.
BR,8114,???  ?  ??  ???  ??  ??,?????? ??? ?????.
BR,8115,? ?? ? ? ?? ???,?? ? ??? ??? ?????.
BR,8116,?? ?? 1 ???? 10 ?? ??,????? ??? ???? ?? ???
BR,8117,?? ?? ??? 4,??? ?? ?? ????
BR,8118,? ?? ?? ? ??,?? ?? ??? ??????
BR,8119,?? ??? ? ?? ?? ???,??? ????? ??? ??? ???
BR,8120,?? ?? ?? ??,??? ???? ??? ??
BR,8121,?? ??? ? ?? ?? ??,???? ??? ?????.
BR,8122,? ??,??????
BR,8123,?? ? ?? ??? ?? ???? ?? ?,??? ??
BR,8124,???  ??  ??  ?  ??  ?  ??,??? ???? ??? ?????
BR,8125,?? ?? ??? ?? ??,??? ?? ?? ??? ??
BR,8126,?? ??,??? ??? ????
BR,8127,??  ?  ???  ? ?  ?,??????? ??? ?????
BR,8128,??? ?? ? ????,??? ???? ??? ????????
BR,8129,??  ??  ?,??? ??? ?????
BR,8130,??  ???  ?  ???  ?  ??  ?,?? ???? ? ??? ? Kg????
BR,8131,?? ?? ?? ??,? ?? ??? ??? ?? ????
BR,8132,?? ? ?? ??? ??,? ??? ?? ???? ??? ?????
BR,8133,?? ?? ??? ??,?? ?? ???? ????
BR,8134,?? ? ? ?,??? ??? ?????.
BR,8135,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,8136,??? ????  ?? ??,???? ??? ??
BR,8137,?? ??? ?? ?? ?? ??? ,?? ?? ??? ???? ???? ??? ???.
BR,8138,??? ?? ?? ??? ??,??? ???? ??
BR,8139,??  ???  ??  ??  ??  ??  ?,??????? ??? ??? ??? ????
BR,8140,?? ?? ???,???? ?? ??? ????
BR,8141,? ?? ?????,?? ???????.
BR,8142,?? ?? -? ?? ?? ?? ?? ?? ???,???? ???? ??? ?? ??? ??
BR,8143,?? ??,??? ????.
BR,8144,? ?? ???,?? ?? ?? ???
BR,8145,??  2?  ?  ? ?? ??? ?? ???? ??,?2 ???? ??? ?????
BR,8146,??  ??  ??  ???  ???  ???,??? ????? ???? ?? ???? ???? ????.
BR,8147,??  ?????  ??  ??  ?  ?? ??,??? ??? ??? ?????
BR,8148,??  ?? ??  ??  ?,?????? ???? ??? ??? ?? ????
BR,8149,?? ???,???? ??? ??????
BR,8150,??? ???? ???? ??,??? ???? ???.
BR,8151,?? ?? ??,??? ??? ???
BR,8152,?? ? ??,? ??? ?? ???
BR,8153,?? ?? ?? ? ???,???? ??? ??. ?? ?? ?? ? ???.
BR,8154,?  ??  ???  ??  ??  ?  ??,????? ??? ??? ????
BR,8155,??? ?? ?? ?? ??,???? ? ??? ??? ??? ?? ????
BR,8156,?? ?? ??,?? ??? ???????
BR,8157,? ?? ??,? ??? ?????.
BR,8158,?? ?? ?? ??,?? ??? ????
BR,8159,??  ??  ???  ?? ??,??? ???? ??? ?????
BR,8160,? ?,? ??
BR,8161,?? ? ????,??? ?? ??
BR,8162,?? ? ????,?? ???? ??? ????????
BR,8163,?? ?? ? ??,?? ?? ??? ????.
BR,8164,?? ? ??,??? ????
BR,8165,?? ?? ???,??? ?????
BR,8166,???  ?? ??,???? ??? ?????
BR,8167,? ? ??,??? ??? ???.
BR,8168,? ? ???,?? ?? ???
BR,8169,?? ?? ??? ??? ??,??? ??? ?? ???
BR,8170,?? -?? ?? ??,???? ??? ?? ??
BR,8171,? ? ? ?? ? ?? ????,????? ??? ?????.
BR,8172,? ?? ? ?? ?? ???,? ??? ?????.
BR,8173,?? ?? ?? ??,??? ???? ??? ??
BR,8174,?? ?? ??? ??? ?? ???,???? ??? ?? ??? ???
BR,8175,?? ?? ?? ??? ?? ??,?? ???? ??? ??
BR,8176,?? ?? ???? ?? ??,???? ?? ????
BR,8177,?? ???? ?? ?,??? ???? ???
BR,8178,?? ??? -?,??? ??? ??
BR,8179,?? ???? ??,??? ???? ???.
BR,8180,??  ??  ??  ??,??? ?? ? ????.
BR,8181,?? ? ??? ?? ?? ??,??? ?? ??? ??? ??
BR,8182,?? ? ???,???? ?? ?? ????
BR,8183,? ?? ?? ????,?????? ????
BR,8184,??? ?? ?? ???,????? ?? ??? ???
BR,8185,???? ? ??,???? ?? ??
BR,8186,? ? ? ? ?? ????,????? ??? ?????.
BR,8187,??? ?? ? ? ???,??? ??? ?? ?? ? ???
BR,8188,?? ??? ?? ??? ?? ?,? ??? ???? ?? ?? ??? ??
BR,8189,? ? ?? ????,? ??? ???? ????
BR,8190,??  ??  ???  ??  ????  ?  ??,??? ???? ??? ?????
BR,8191,?? ?? ?? ?? ??,?? ??? ????
BR,8192,? ??,??? ??
BR,8193,? ?? ???,?? ?? ????
BR,8194,?? T ??? ? ??,?? ??? ??????
BR,8195,?? ?? ?? ?? ?? ?? ??,?? ??? ?? ?? ??? ??
BR,8196,?? ??? ?? ???? ????,?? ??? ??? ?? ??? ????
BR,8197,?? 2 ?? ?? ??,?? ?? ??? ???
BR,8198,??? ???? ??,???? ???????
BR,8199,? ? ??? -?,?? ?? ??? ??
BR,8200,? ? ?? ?,???? ???
BR,8201,?? ?? ? ???,??? ?????
BR,8202,?? ? ? ??,??? ??? ?? ????.
BR,8203,???? ???,???? ?????.
BR,8204,??  ??  ? ?? ??? ?? ???? ??,?? ???? ??? ?????
BR,8205,? ?? ??? ??,??? ??? ????
BR,8206,??,?????.
BR,8207,?? ?? -? ?? ? ?? ?? ?? ???,???? ??? ??? ?? ??? ??
BR,8208,?? ?? ??,??? ??????.
BR,8209,?? ????,??? ?????.
BR,8210,?? ?,??? ????.
BR,8211,?? ??? ?? ??? ???? ??,????? ???? ????? ???? ????
BR,8212,? ?? ?? ???? ??,??? ??? ???? ??
BR,8213,?? ??  ??  ??,??? ???? ??? ??? ??? ????
BR,8214,? ? ?? ???,?? ?? ??? ?? ??
BR,8215,? ? ??  ??  ???  ?,?? ??? ???? ??????
BR,8216,?? ?? ?? ??? ? ???,??? ?? ??? ?? ???
BR,8217,??? ???? ??? ????,??? ???? ???? ????
BR,8218,?? ?? ?????,??? ????????
BR,8219,?? ?? ???,??? ???
BR,8220,? ?? ?? ??,?????? ??? ????
BR,8221,?? ?? ???,??? ????.
BR,8222,??  2?  ? ?? ??? ?? ???? ??,?2 ???? ??? ?????
BR,8223,?? ??,??? ????.
BR,8224,?? ?? ??? ???,??? ????.
BR,8225,?  ?  ??  ?,??? ??? ????
BR,8226,? ? ??,??? ??? ????.
BR,8227,?? -?? ? ??? ??,???? ? ????? ??? ??
BR,8228,? ?? ? ??? ???,?? ??? ?? ? ???
BR,8229,?? ?? ?? ?? ??,??? ??? ??? ??
BR,8230,?? ?? ?? ??,???? ??? ????
BR,8231,?? ??,?? ??? ???????
BR,8232,?? ??,??? ????.
BR,8233,? ? ?? ?? 1??,???? ??? ?? 1????
BR,8234,??  ??  ?  ??,????? ??? ?????
BR,8235,??  ??  ?  ?? ?,?? ??? ?? ?? ???? ??? ?????
BR,8236,? ? ???  ?? ?? ??,?? ??? ??? ??
BR,8237,?? ?? ?? ??,?? ?? ??? ??
BR,8238,?? ?? ????,?????? ????.
BR,8239,?? ? ??,??? ???.
BR,8240,??? ??? ??? ?? ?? ?? ?? ?? ???,???? ??? ?? ?? ??? ??? ???
BR,8241,?? ?? ??,??? ????????
BR,8242,??,??????.
BR,8243,? ?? ??,??? ? ??? ??
BR,8244,?? ?? ?? ?? ?? ???,??? ??? ? ? ??
BR,8245,? ?? ?? ??,???? ?? ? ???.
BR,8246,?? ??? ? ????,??? ??? ?? ??? ? ??
BR,8247,? ???? ?? ????,? ???? ? ? ?????.
BR,8248,?? ???? ???? ??,??? ????
BR,8249,?? ??? ?,?? ??? ?????.
BR,8250,?? ????,???? ???????
BR,8251,??  ? ?? ??? ?? ???? ??  ?,???? ??? ?????
BR,8252,??,?????.
BR,8253,?? ? ?? ?? ??,?? ?? ?? ??? ????
BR,8254,???  ??  ?  ??,??? ??? ?? ?? ??????
BR,8255,?? ?? ?? 4,??? ?? ?? ???
BR,8256,?? ?? ?? 1??,???? ??? ?? 1????
BR,8257,?? ?? ??,??? ???????.
BR,8258,?? ? ?,???? ?? ???.
BR,8259,??? ?? ? ?? ??,???? ? ??? ?? ??? ?? ????
BR,8260,?? ??? -? ?? ?? ??,?? ?? ??? ???? ?? ???
BR,8261,?? ??,??? ??? ????
BR,8262,?? ???,??? ????
BR,8263,??? ?? ???? ? ?? ? 2?,???? ??? ?? ??? ????
BR,8264,?? ?? ??? ???,?? ?? ?? ???
BR,8265,? ?? ?? ?? ?? ???,?? ?? ??? ?? ??? ???? ???
BR,8266,?? ?? ??,??? ?? ?? ????.
BR,8267,?? ?? ?? ??? ??? ?? ???,???? ??? ?? ??? ???
BR,8268,???  ??  ??,??? ??? ?? ?? ??????
BR,8269,?? ?? ??? ??? ??,???? ??? ??? ?? ??????
BR,8270,? ??? ?? ??,??? ???
