augmentation_method,idx,gloss,spoken
SP,221,여자 남편 없다 혼자 자녀 3 키우다,남편 없이 홀로 세 아이를 키웠다.
SP,222,여자 매력 또 귀엽다,그녀는 매우 매력적이고 귀엽다
SP,223,여자 아기 자다 얼굴 보다 행복 미소,잠든 아이의 얼굴을 바라보며 행복한 미소를 지었다
SP,224,남자 나 불편하다 생각 아마,그는 나를 불편하게 만드는 것 같았어
SP,225,사람 모두 놀라다 동시에 보다,그들은 깜짝 놀라 동시에 뒤를 돌아보았다.
SP,226,그것 같다 생각 -면 감사,그렇게 생각해주셔서 감사합니다
SP,227,그릇 깨끗하다 씻다 끝,나는 접시를 씻었다
SP,228,남자 생각 궁금 물어보다,나는 그에게 어떻게 생각하는지 물었다.
SP,229,버스 곳 가깝다,근처에 버스 정류장이 있습니까?
SP,230,약 가깝다,근처에 약국이 있습니까?
SP,231,주변 건물 붕괴,근처 건물이 무너지고 있습니다.
SP,232,택시 곳 가깝다,근처에 택시 승강장이 있습니까?
SP,233,주변 폭탄,근처에서 폭탄이 터졌습니다.
SP,234,계산 잘못하다,금액이 맞지 않습니까?
SP,235,계산 틀리다,금액이 일치하지 않습니다.
SP,236,물 강 빠르다 서다 넘어지다 ,내 친구는 급류에 휩쓸려 갔다.
SP,237,가방  비행기  안  가지다  가능  개수  몇,휴대 수하물은 몇 개까지 허용되나요?
SP,238,가방  비행기  안  가지다  무게  한계  몇,휴대 수하물의 무게 한도는 어떻게 됩니까?
SP,239,가방  비행기  안  가지다  무게  최고  가능  몇,휴대 수하물의 무게 한도는 어떻게 됩니까?
SP,240,비행기  안  물건  가지다  안되다  무엇,기내 반입 금지 품목을 알려주세요.
SP,241,비행기  안  물건  가지다  금지  무엇,기내 반입 금지 품목을 알려주세요.
SP,242,기념  물건  어디  곳,기념품 가게는 어디에 있습니까?
SP,243,기념  물건  곳  어디,기념품 가게는 어디에 있습니까?
SP,244,기념  물건  어디,기념품 가게는 어디에 있습니까?
SP,245,기념  물건  곳,기념품 가게는 어디에 있습니까?
SP,246,기다리다 지루하다,기다리다 지쳤어
SP,247,택시 기본 만원,"기본요금은 10,000원입니다."
SP,248,택시 기본 오천원,"기본요금은 5,000원입니다."
SP,249,택시 기본 만원,"기본요금은 10,000원인가요?"
SP,250,기분 나쁘다 생각 가지다 하지마,기분 나빠하지 마
SP,251,기분 나쁘다,기분이 나쁘다
SP,252,기쁘다,행복하다
SP,253,기억,기억 나니
SP,254,아기  기저귀  바꾸다2  어디  곳,기저귀 교환대는 어디에 있나요?
SP,255,아기  기저귀  바꾸다2  곳  어디,기저귀 교환대는 어디에 있나요?
SP,256,아기  기저귀  바꾸다2  어디,기저귀 교환대는 어디에 있나요?
SP,257,아기  기저귀  바꾸다2  곳,기저귀 교환대는 어디에 있나요?
SP,258,기차 곳 맞다,기차역에서 내리시기 바랍니다.
SP,259,기차 곳 내리다 맞다,기차역에서 내리시기 바랍니다.
SP,260,기차 곳 차내리다 맞다,기차역에서 내리시기 바랍니다.
SP,261,길 안내하다 도와주다,길을 찾도록 도와드릴까요?
SP,262,길 곳곳 도움받다,내 길을 찾도록 도와줘
SP,263,공항 내리다 가다,김포공항으로 가볼까요?
SP,264,공항 차내리다 가다,김포공항으로 가볼까요?
SP,265,공항 도착 가다,김포공항으로 가볼까요?
SP,266,공항 목적 가다,김포공항으로 가볼까요?
SP,267,공항 곳 가다,김포공항으로 가볼까요?
SP,268,공항 가다 내리다,김포공항으로 가볼까요?
SP,269,공항 가다 차내리다,김포공항으로 가볼까요?
SP,270,공기 깨끗하다 공기 시원하다,맑은 공기 들이마시니 기분이 상쾌해진다
SP,271,손 들다 움직이다 쏘다,움직이지 말고 손을 들고 움직이면 쏴라.
SP,272,끝 먹다 가다,끝나면 밥먹으러 가자
SP,273,끝,끝났다.
SP,274,지금 바쁘다 미래 연락,바쁘니까 나중에 전화할게
SP,275,나 너 싫다,당신이 싫어요
SP,276,나 대전 살다 -중,나는 대전에 산다
SP,277,나 덥다 날 싫다,난 그냥 더운 날씨가 싫어
SP,278,나 뱀 무섭다,나는 뱀이 무서워
SP,279,나 오랜만 오빠 만나다 기쁘다,오랜만에 형님을 뵙게되어 반가웠습니다
SP,280,나 할머니 돌아가다 슬프다,나는 할머니의 죽음에 한없이 슬펐다.
SP,281,나무 이용 만들다 집 벌레 많다,목조주택에는 벌레가 많다
SP,282,나 -보다 일 잘하다 질투,나보다 잘하니까 질투난다
SP,283,나쁘다 버릇 치료하다,나쁜 습관을 고치다
SP,284,나사렛 가다,나사렛대학교로 가십시오.
SP,285,나사렛 내리다,나사렛대학교로 가십시오.
SP,286,나사렛 차내리다,나사렛대학교로 가십시오.
SP,287,나사렛 도착,나사렛대학교로 가십시오.
SP,288,나사렛 목적,나사렛대학교로 가십시오.
SP,289,나사렛 곳,나사렛대학교로 가십시오.
SP,290,나 대하여 소문 무엇 궁금하다,나에 대한 소문이 궁금해
SP,291,나 돈 1000 있다,1000원이 있어요
SP,292,나 남편 자녀 있다,남편과 아이들이 있어요
SP,293,비행기  안  낚시대  가지다  가능,낚싯대를 기내에 반입할 수 있나요?
SP,294,낚시대  비행기  안  가지다  가능,낚싯대를 기내에 반입할 수 있나요?
SP,295,낚시대  짐  맡기다  가능,낚싯대를 위탁 수하물로 보낼 수 있습니까?
SP,296,나 너 포기 불가능,나는 당신을 포기할 수 없습니다
SP,297,나 너 너무 좋다,나는 당신이 너무 좋아
SP,298,가능,저 할 수 있어요
SP,299,날 춥다 따뜻하다 입다 가다,추우니까 따뜻하게 입고 다니세요
SP,300,춥다 때문에 따뜻하다 입다 약속,추우니까 따뜻하게 입고 다니세요
SP,301,남동생 공 가지다 학교 장소 가다,남동생은 공을 가지고 학교에 갔다
SP,302,다르다 사람 믿다 속다,남의 말을 믿고 뒤통수를 맞았다
SP,303,남편 높다 추락 머리 피흐르다,남편이 높은 곳에서 떨어져 머리에서 피를 흘립니다.
SP,304,남편 술 마시다 때문에 고생,남편이 술을 마시기 때문에 힘들어요
SP,305,낳다,출산하다
SP,306,나 말 듣다 제발,내 말을 들어
SP,307,나 삶 불행,내 인생은 불행하다
SP,308,보다 부족 답답하다,내 자신이 부족해서 미안했다
SP,309,나 너 -보다 키크다,나는 너보다 크다
SP,310,너 -보다 나 더 예쁘다,난 너보다 예뻐
SP,311,저 방 갇히다,나는 방에 갇혔다.
SP,312,내리다,내리다
SP,313,내리다 시간 알려주다,내가 내릴 때 알려줄 수 있니?
SP,314,내리다 곳 알려주다,어디서 내려야 하는지 알려주실 수 있나요?
SP,315,내리다 곳 알려받다,어느 역에서 내릴지 알려주세요.
SP,316,내리다,우리 내릴까요?
SP,317,내일 괜찮다 아마,내일은 괜찮을거야
SP,318,너 저기 남자 친하다,당신은 그 남자와 친구입니까?
SP,319,너 때문에 못하다,너 때문에 못했어
SP,320,너 계속 반복 데려가다 안하다,계속 이러시면 안 데려가겠습니다.
SP,321,너 나 피 귀잡다 같다,너와 나는 혈액형이 같다
SP,322,너무 기쁘다 눈물 흘리다,너무 행복해서 눈물이 흘렀다
SP,323,덥다 아이스크림 먹다 원하다,너무 더워 아이스크림이 먹고 싶어
SP,324,심심하다,너무 지루해
SP,325,너무 춥다,너무 춥다
SP,326,너무 춥다 옷 두껍다 입다,너무 추워서 두꺼운 옷을 입었어요
SP,327,힘들다 위로 원하다,너무 힘들어 위로받고 싶어
SP,328,너 -보다 여자 더 마르다,그녀는 너보다 날씬해
SP,329,나 너 비교 나 빠르다,나는 너보다 빠르다
SP,330,너 믿다,나는 당신을 믿을 것입니다
SP,331,너 마음 궁금,어떻게 생각하는지 궁금하다
SP,332,너 오다 그렇다면 감사,와주시면 감사하겠습니다
SP,333,비행기  안  노트북  가지다  가능,노트북을 기내에 반입할 수 있나요?
SP,334,노트북  비행기  안  가지다  가능,노트북을 기내에 반입할 수 있나요?
SP,335,노트북  짐  맡기다  가능,노트북을 위탁 수하물로 보낼 수 있습니까?
SP,336,노트북 잃어버리다,노트북을 잃어버렸어요.
SP,337,노트북 없다 잃어버리다,노트북을 잃어버렸어요.
SP,338,노트북 실종,노트북을 잃어버렸어요.
SP,339,노트북 없다 실종,노트북을 잃어버렸어요.
SP,340,노트북 찾다 실종,노트북을 잃어버렸어요.
SP,341,노트북 사라지다 실종,노트북을 잃어버렸어요.
SP,342,노트북 잃어버리다 실종,노트북을 잃어버렸어요.
SP,343,노트북 실종 잃어버리다,노트북을 잃어버렸어요.
SP,344,놀다 원하다 많다 놀다,놀고 싶을 때 열심히 놀아
SP,345,너 데려가다 누구,누가 널 데려왔어
SP,346,만나다 누구,누군가를 만나다
SP,347,누구,누구야?
SP,348,누나 동생 심부름 시키다 시장 보내다,누나가 동생에게 시장에 심부름을 시켰다
SP,349,눈 물건 더럽다 들어오다,이물질이 눈에 들어갔습니다.
SP,350,눈 -중 눈 사람 만들다 놀다,눈이 와서 눈사람을 만든다
SP,351,항상,항상 그런가요?
SP,352,항상,항상 그렇습니다.
SP,353,카드 다르다 또 없다,다른 카드가 있습니까?
SP,354,카드 또 다르다 없다,다른 카드가 있습니까?
SP,355,다시 만나다 기쁘다,다시 만나서 너무 기뻐
SP,356,다시  수어  부탁,다시 수화를 부탁드립니다.
SP,357,다시,다시 시도하십시오.
SP,358,다시,다시 시도해 볼까요?
SP,359,또 헤어지다 하지마,다시는 헤어지지 말자
SP,360,다음 몇분,다음 역까지 몇 분이 걸리나요?
SP,361,하나 다음 내리다,다음 역에서 내리나요?
SP,362,다음  또  오다  부탁,다음에 또 이용해주세요.
SP,363,담배 몸 나쁘다,담배는 건강에 해롭다
SP,364,한국  항공  표  어디  곳,대한항공 카운터는 어디인가요?
SP,365,한국  항공  표  곳  어디,대한항공 카운터는 어디인가요?
SP,366,한국  항공  표  어디,대한항공 카운터는 어디인가요?
SP,367,한국  항공  표  곳,대한항공 카운터는 어디인가요?
SP,368,궁금  또  있다,더 궁금한 사항이 있으신가요?
SP,369,또 궁금하다 있다 물어보다,더 질문하세요
SP,370,너무 덥다 공부 못하다,더워서 공부 못해요
SP,371,읽다 장소 오다 그렇지만 공부 못하다,도서관에 갔는데 공부를 못했어요
SP,372,도움받다 가능,도울 수 있니?
SP,373,돕다본인 감사,당신의 도움을 주셔서 감사합니다
SP,374,도착 시간 알려받다,도착 시간을 알려주세요.
SP,375,도착 시간 알려주다,도착 시간을 말씀해 주시겠습니까?
SP,376,도착 시간 저녁 9시 정도,도착 시간은 오후 9시입니다
SP,377,도착 몇분,도착하려면 몇 분 남았습니까?
SP,378,도착 알려받다,언제 도착하는지 알려주실 수 있나요?
SP,379,도착 알려받다 가능,언제 도착하는지 알려주실 수 있나요?
SP,380,도착,도착 했니?
SP,381,나 돈 때문에 걱정 -중,나는 돈에 대해 많이 걱정한다
SP,382,부서 만들다 끝,나는 클럽을 만들었다
SP,383,둘 성격 원인 헤어지다,두 사람은 성격 차이로 결별했다.
SP,384,따뜻하다,따뜻한
SP,385,비행기  안  담배  라이터  가지다  가능,라이터를 기내에 반입할 수 있나요?
SP,386,담배  라이터  비행기  안  가지다  가능,라이터를 기내에 반입할 수 있나요?
SP,387,담배  라이터  짐  맡기다  가능,라이터를 위탁 수하물로 보낼 수 있습니까?
SP,388,차  빌리다  어디  곳,어디에서 렌터카를 빌릴 수 있나요?
SP,389,차  빌리다  곳  어디,어디에서 렌터카를 빌릴 수 있나요?
SP,390,차  빌리다  어디,어디에서 렌터카를 빌릴 수 있나요?
SP,391,차  빌리다  곳,어디에서 렌터카를 빌릴 수 있나요?
SP,392,차  빌리다  방법,렌터카는 어떻게 이용하나요?
SP,393,다르다  나라  인터넷  신청  어디  곳,로밍센터는 어디에 있나요?
SP,394,다르다  나라  인터넷  신청  곳  어디,로밍센터는 어디에 있나요?
SP,395,다르다  나라  인터넷  신청  어디,로밍센터는 어디에 있나요?
SP,396,다르다  나라  인터넷  신청  곳,로밍센터는 어디에 있나요?
SP,397,로밍,로밍센터는 어디에 있나요?
SP,398,마음에들다 있다 가지다 되다,좋아하는 것이 있으면 하나 가질 수 있습니다.
SP,399,마음 아프다,내 마음이 아파
SP,400,마포대교 가다,마포대교를 건너주세요.
SP,401,막차 시간,마지막 기차는 몇 시입니까?
SP,402,만나다 반갑다,만나서 반가워요
SP,403,충분하다,당신은 만족합니까?
SP,404,시간 급하다,바쁘세요?
SP,405,벌 크다 침 팔 주사,나는 말벌에게 쏘였다.
SP,406,맞다,예.
SP,407,맡다,~을 책임지다
SP,408,매일 살다 여전히 지겹다,일상이 지겹다
SP,409,매일 씻다 너무 귀찮다,매일 씻기 귀찮아
SP,410,멀리 오다 수고 많다,먼길 오시느라 고생 많으셨습니다
SP,411,세금  공짜  어디  곳,면세점은 어디에 있나요?
SP,412,세금  공짜  곳  어디,면세점은 어디에 있나요?
SP,413,세금  공짜  어디,면세점은 어디에 있나요?
SP,414,세금  공짜  곳,면세점은 어디에 있나요?
SP,415,명동 가다,명동역으로 가세요.
SP,416,명동 내리다,명동역으로 가세요.
SP,417,명동 차내리다,명동역으로 가세요.
SP,418,명동 도착,명동역으로 가세요.
SP,419,명동 목적,명동역으로 가세요.
SP,420,명동 곳,명동역으로 가세요.
SP,421,지하철 곳 명동 맞다,명동역인가?
SP,422,지하철 곳 명동 맞다,명동역 맞습니다.
SP,423,몇사람,몇 명입니까?
SP,424,도착 가능 몇분,몇 분에 도착할 예정입니까?
SP,425,시간 지연되다 몇분,몇 분 지연 되었습니까?
SP,426,4사람,모두 4명.
SP,427,사람 모두 기쁘다 나 만나다,모두가 나를 기쁘게 맞이했다
SP,428,모두 일 쉽다 아니다,모든 것이 쉽지는 않다
SP,429,모르다,모르겠어요.
SP,430,핸드폰  비행기  표  충전  싶다  방법,모바일 탑승권을 사용하고 싶습니다. 어떻게 해야 하나요?
SP,431,모임 끝 친구 헤어지다 섭섭,모임 후 친구들과 헤어지는 것이 슬프다
SP,432,음성 작다 안들리다,내 목소리가 너무 작아 잘 들리지 않아
SP,433,도착 곳 명동 지하철,목적지가 명동역입니까?
SP,434,도착 곳 국립박물관,목적지는 국립 박물관입니까?
SP,435,몸 힘들다 빨리 가다 쉬다,몸이 좋지 않으니 일찍가서 쉬세요.
SP,436,몸 병 뜨겁다 머리 진통,몸에 열이 많이 나고 두통이 심합니다.
SP,437,몸 힘들다 마음 편하다,몸은 힘들지만 마음은 편하다
SP,438,몸 움직이다 몸 마르다 가능,체중 감량을 위해 몸을 자주 움직여라
SP,439,몸 손묶다 갇히다,내 몸이 묶여 있습니다.
SP,440,몸 병 아프다,나 아파
SP,441,무섭다 이야기 하지마 제발,무서운 얘기 그만해
SP,442,무섭다 눈감다,무서워서 눈을 감았다.
SP,443,고민 있다 말하다 해보다,무슨 일이야
SP,444,문 열다 동시에 문자,문을 열자마자 문자가 왔다.
SP,445,문제 나다 나 말해 약속,문제가 있으면 말해줘
SP,446,문제 쉽다,문제는 쉬웠다
SP,447,물건 잃어버리다 보관 곳곳,물건을 잃어버렸는데 어디서 찾을 수 있나요?
SP,448,물건 잃어버리다 찾다 방법,물건을 잃어버렸는데 어디서 찾을 수 있나요?
SP,449,물건 잃어버리다,나는 무언가를 잃었다.
SP,450,비행기  안  물  병  가지다  가능,물병을 기내에 반입할 수 있습니까?
SP,451,물  병  비행기  안  가지다  가능,물병을 기내에 반입할 수 있습니까?
SP,452,물어보다,물어보기
SP,453,보다 무엇,지금 뭘보고있어
SP,454,미래 위해 미리 준비 필요하다,우리는 미래를 준비해야 합니다
SP,455,미안,죄송합니다
SP,456,미안 잊다 듣다 못하다,잠시 잊고 있었네요 죄송합니다
SP,457,불편하다 신고 곳,어디에 불만을 제기합니까?
SP,458,밖 싸움 경찰 부르다 부탁,밖에서 싸움이 벌어졌다. 경찰을 불러주세요.
SP,459,밖 춥다 나오다 하지마 집 계시다,밖이 추우니 외출하지 말고 집에 있으세요
SP,460,반갑다,만나서 반가워
SP,461,지하철 반대 건너다 가다,맞은편 버스정류장으로 가겠습니다.
SP,462,지하철 반대 건너다 방법,반대편 버스 정류장까지 어떻게 가나요?
SP,463,비행기  안  강아지  가지다  가능,반려견을 동반할 수 있나요?
SP,464,강아지  비행기  안  가지다  가능,반려견을 동반할 수 있나요?
SP,465,반 안 일등 하다,수업에서 1등을 차지하다
SP,466,반지 잃어버리다,반지를 잃어버렸어요.
SP,467,반지 없다 잃어버리다,반지를 잃어버렸어요.
SP,468,반지 실종,반지를 잃어버렸어요.
SP,469,반지 없다 실종,반지를 잃어버렸어요.
SP,470,반지 찾다 실종,반지를 잃어버렸어요.
SP,471,반지 사라지다 실종,반지를 잃어버렸어요.
SP,472,반지 잃어버리다 실종,반지를 잃어버렸어요.
SP,473,반지 실종 잃어버리다,반지를 잃어버렸어요.
SP,474,반지 하다 원하다 돈 얼마,반지를 갖고 싶은데 가격은 얼마인가요?
SP,475,항공  표  받다  어디  곳,매표소는 어디에 있습니까?
SP,476,항공  표  받다  곳  어디,매표소는 어디에 있습니까?
SP,477,항공  표  받다  어디,매표소는 어디에 있습니까?
SP,478,항공  표  받다  곳,매표소는 어디에 있습니까?
SP,479,발권,매표소는 어디에 있습니까?
SP,480,발 발목 발바닥,발목을 삐었습니다.
SP,481,밤 다니다 -면 위험 빨리 오다,밤늦게 가면 위험하니 일찍 오세요.
SP,482,방 -안에 사람 없다,아무도 방에 없다
SP,483,방 따뜻하다 기분 좋다,방이 따뜻해서 기분이 좋다
SP,484,방 너무 넓다 혼자 밤 무섭다,혼자 쓰기엔 방이 너무 커서 밤에 무서움
SP,485,방학 시작 심심하다,방학이 시작되고 난 지루해
SP,486,배 위쪼이다 아프다,배가 꼬인 것처럼 아파요.
SP,487,배 침몰,배가 가라앉고 있다.
SP,488,배고프다 먹다 뭐,배고파서 뭐먹을까
SP,489,배고프다 힘 없다,배고프고 기운이 없다
SP,490,배고프다,굶주린
SP,491,배고프다 먹다 무엇,배고픈데 뭐먹을까
SP,492,버스,버스 정류장이 어디에 있는가?
SP,493,버스 오다 기다리다 되다,버스가 올 때까지 기다려야 한다
SP,494,버스 곳 다음 여기,버스 정류장을 지나서 내려주실 수 있습니까?
SP,495,버스 곳 다음 내리다,버스 정류장을 지나서 내려주실 수 있습니까?
SP,496,버스 곳 다음 차내리다,버스 정류장을 지나서 내려주실 수 있습니까?
SP,497,버스 곳 저기 다음 곳,버스 정류장을 지나서 내려주실 수 있습니까?
SP,498,버스 곳 저기 다음 도착 내리다,버스 정류장을 지나서 내려주실 수 있습니까?
SP,499,버스 곳 저기 다음 도착 차내리다,버스 정류장을 지나서 내려주실 수 있습니까?
SP,500,버스 타다 곳곳,버스 정류장이 어디에 있는가?
SP,501,병원 다음 여기,병원 지나서 내려줄까요?
SP,502,병원 다음 내리다,병원 지나서 내려줄까요?
SP,503,병원 다음 차내리다,병원 지나서 내려줄까요?
SP,504,병원 저기 다음 곳,병원 지나서 내려줄까요?
SP,505,병원 저기 다음 도착 내리다,병원 지나서 내려줄까요?
SP,506,병원 저기 다음 도착 차내리다,병원 지나서 내려줄까요?
SP,507,병원 주차,병원에 차를 주차하겠습니다.
SP,508,병원 주차,병원에 차를 주차하시겠습니까?
SP,509,배 아프다,나는 심한 복통이 있다
SP,510,부모 나 함께 살다 -중,나는 부모님과 함께 산다.
SP,511,부탁,요구
SP,512,부탁상대방 괜찮다,물어봐도 되나요
SP,513,분당 첫차 시간,분당선의 첫 열차는 몇 시입니까?
SP,514,물건  잃어버리다  찾다  가능,분실물을 확인할 수 있나요?
SP,515,불가능 변하다 가능,불가능한 것은 없다
SP,516,불편하다,불편한
SP,517,불편하다,불편해?
SP,518,불편하다 있다 신고,불편한 사항이 있으시면 민원을 제출해 주십시오.
SP,519,불행 기억 잊다 새롭다 시작,나쁜 기억은 잊고 다시 시작하자
SP,520,비 같다 아마,비가 올거야
SP,521,가난 그렇지만 행복,가난하지만 행복하다.
SP,522,비행기  취소  가능,항공편을 취소할 수 있습니까?
SP,523,비행기  지각  방법,비행기 시간을 놓쳤어요. 어떻게 해야 하나요?
SP,524,빠르다,빠른
SP,525,가다 빨리,빨리 데려다 드릴까요?
SP,526,빨리,빨리 데려다 드릴까요?
SP,527,빨리 끝 좋다,빨리 끝나길 바래
SP,528,빠르다위-반복,빨리 해
SP,529,빨리 시작,시작하자
SP,530,빨리 오다 부탁,빨리 오십시오.
SP,531,사거리 전 버스 곳 차내리다,교차로 전에 버스 정류장 앞에서 정차하십시오.
SP,532,사거리 건너다 신호등  차내리다,교차로를 지나 횡단보도 앞에서 정지해 주십시오.
SP,533,사거리 우회전,교차로에서 우회전하세요.
SP,534,발생하다,사고가 있었습니다.
SP,535,사람 각각 성격 다르다,사람들은 다른 성격을 가지고 있습니다
SP,536,사람 혼자 살다 불가능,사람은 혼자 살 수 없다
SP,537,사람 물건 무겁다 깔리다,사람이 무거운 물건에 짓눌립니다.
SP,538,사랑 사람 잊다 쉽다 어렵다,사랑하는 사람을 잊는 것은 어렵다
SP,539,사슴 달리다 빠르다,사슴은 빨리 달린다
SP,540,사춘기 아들 턱 수염 나다,사춘기 아들의 턱에 수염이 나기 시작한다
SP,541,산 뱀 물다,나는 산에서 뱀에게 물렸다.
SP,542,산 동물 만나다 공격,나는 산에서 야생 동물을 만났습니다. 그들이 나를 공격할 것이라고 생각합니다.
SP,543,살다 너무 힘들다,인생은 너무 힘들다
SP,544,상처 받다 미안,내가 당신을 아프게 했다면 미안해요
SP,545,상처 심하다 아니다 괜찮다,상처가 깊지 않아서 괜찮아
SP,546,웃다 모습 귀엽다,웃을 때 귀엽다
SP,547,서로 생각 다르다 싸우다 많다,생각이 달라 많이 싸웠어
SP,548,생각,생각이 달라 많이 싸웠어
SP,549,서대문농아인복지관,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,550,서대문농아인복지관 내리다,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,551,서대문농아인복지관 차내리다,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,552,서대문농아인복지관 오케이,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,553,서대문농아인복지관 가다,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,554,서대문농아인복지관 내리다 오케이,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,555,서대문농아인복지관 차내리다 오케이,서대문 청각장애인복지관에 내려주실 수 있나요?
SP,556,서울 지하철 정기권 사다 무엇 곳,서울에서 정기권은 어디에서 살 수 있나요?
SP,557,서울 지하철 정기권 사다 원하다,서울에서 정기권을 사고 싶어요.
SP,558,서울  버스  어디  곳,서울 시내로 가는 버스 정류장이 어디인가요?
SP,559,서울  버스  곳  어디,서울 시내로 가는 버스 정류장이 어디인가요?
SP,560,서울  버스  어디,서울 시내로 가는 버스 정류장이 어디인가요?
SP,561,서울  버스  곳,서울 시내로 가는 버스 정류장이 어디인가요?
SP,562,서울대학교 가다 목적 길 무엇,서울대학교에 어떻게 가나요?
SP,563,서울대학교 찾다 목적 길 무엇,서울대학교에 어떻게 가나요?
SP,564,서울대학교 곳 목적 가다 방법,서울대학교에 어떻게 가나요?
SP,565,서울대학교 길 목적 가다 방법,서울대학교에 어떻게 가나요?
SP,566,서울대학교 가다 목적 가다 방법,서울대학교에 어떻게 가나요?
SP,567,서울대학교 찾다 목적 가다 방법,서울대학교에 어떻게 가나요?
SP,568,서울대학교 곳 목적 길 가다 방법,서울대학교에 어떻게 가나요?
SP,569,서울대학교 길 목적 길 가다 방법,서울대학교에 어떻게 가나요?
SP,570,서울대학교 가다 목적 길 가다 방법,서울대학교에 어떻게 가나요?
SP,571,서울대학교 찾다 목적 길 가다 방법,서울대학교에 어떻게 가나요?
SP,572,서울대학교 찾다 가다 길 무엇,서울대학교에 어떻게 가나요?
SP,573,서울대학교 목적 가다 길 무엇,서울대학교에 어떻게 가나요?
SP,574,서울대학교 곳 가다 길 가다 방법,서울대학교에 어떻게 가나요?
SP,575,서울대학교 가다 원하다 길 가다 방법,서울대학교에 어떻게 가나요?
SP,576,서울대학교 찾다 가다 길 가다 방법,서울대학교에 어떻게 가나요?
SP,577,서울대학교 목적 가다 길 가다 방법,서울대학교에 어떻게 가나요?
SP,578,서울대학교 곳 찾다 무엇,서울대학교에 어떻게 가나요?
SP,579,서울대학교 길 찾다 무엇,서울대학교에 어떻게 가나요?
SP,580,서울대학교 곳 찾다 방법,서울대학교에 어떻게 가나요?
SP,581,서울대학교 길 찾다 방법,서울대학교에 어떻게 가나요?
SP,582,서울역,서울역까지 어떻게 가나요?
SP,583,서울역 가다 목적 지하철 갈아타다 몇호,서울역에 가려면 어떤 노선으로 갈아타야 하나요?
SP,584,서울역 내리다 가다,서울역으로 가세요.
SP,585,서울역 차내리다 가다,서울역으로 가세요.
SP,586,서울역 도착 가다,서울역으로 가세요.
SP,587,서울역 목적 가다,서울역으로 가세요.
SP,588,서울역 곳 가다,서울역으로 가세요.
SP,589,서울역 가다 내리다,서울역으로 가세요.
SP,590,서울역 가다 차내리다,서울역으로 가세요.
SP,591,책  어디  곳,서점이 어디 있습니까?
SP,592,책  곳  어디,서점이 어디 있습니까?
SP,593,책  어디,서점이 어디 있습니까?
SP,594,책  곳,서점이 어디 있습니까?
SP,595,선생님 학생 뜨겁다 마음 가르치다 열심히,선생님은 열정으로 학생을 가르치고 있습니다
SP,596,미리 카드,사전 승인하겠습니다.
SP,597,미리 카드,사전 승인하시겠습니까?
SP,598,설명 어렵다,설명하기 어렵습니다.
SP,599,점수 나쁘다 우울하다,성적이 안 좋아서 우울해
SP,600,세금  되돌리다  돈받다  어디  곳,세금 환급은 어디서 받을 수 있나요?
SP,601,세금  되돌리다  돈받다  곳  어디,세금 환급은 어디서 받을 수 있나요?
SP,602,세금  되돌리다  돈받다  어디,세금 환급은 어디서 받을 수 있나요?
SP,603,세금  되돌리다  돈받다  곳,세금 환급은 어디서 받을 수 있나요?
SP,604,표  직접  누르다  어디  곳,어디에서 셀프 체크인을 할 수 있나요?
SP,605,표  직접  누르다  곳  어디,어디에서 셀프 체크인을 할 수 있나요?
SP,606,표  직접  누르다  어디,어디에서 셀프 체크인을 할 수 있나요?
SP,607,표  직접  누르다  곳,어디에서 셀프 체크인을 할 수 있나요?
SP,608,소 키우다,소를 기르다
SP,609,119 곳 다음 여기,소방서 지나서 내려줄까요?
SP,610,119 곳 다음 내리다,소방서 지나서 내려줄까요?
SP,611,119 곳 다음 차내리다,소방서 지나서 내려줄까요?
SP,612,119 곳 저기 다음 곳,소방서 지나서 내려줄까요?
SP,613,119 곳 저기 다음 도착 내리다,소방서 지나서 내려줄까요?
SP,614,119 곳 저기 다음 도착 차내리다,소방서 지나서 내려줄까요?
SP,615,119 곳 다음 여기,소방서에서 내려주세요.
SP,616,119 곳 다음 내리다,소방서에서 내려주세요.
SP,617,119 곳 다음 차내리다,소방서에서 내려주세요.
SP,618,119 곳 저기 다음 곳,소방서에서 내려주세요.
SP,619,119 곳 저기 다음 도착 내리다,소방서에서 내려주세요.
SP,620,119 곳 저기 다음 도착 차내리다,소방서에서 내려주세요.
SP,621,비행기  안  손톱깍이  가지다  가능,손톱깎이를 기내에 반입할 수 있나요?
SP,622,손톱깍이  비행기  안  가지다  가능,손톱깎이를 기내에 반입할 수 있나요?
SP,623,손톱깍이  짐  맡기다  가능,손톱깎이를 위탁 수하물로 보낼 수 있습니까?
SP,624,송파 지하철 가다 방법,송파역까지 어떻게 가나요?
SP,625,송파 지하철 곳 방법 무엇,송파역까지 어떻게 가나요?
SP,626,송파 지하철 길 방법 무엇,송파역까지 어떻게 가나요?
SP,627,송파 지하철 목적 방법 무엇,송파역까지 어떻게 가나요?
SP,628,송파 지하철 가다 방법 무엇,송파역까지 어떻게 가나요?
SP,629,송파 지하철 가다 원하다 방법 무엇,송파역까지 어떻게 가나요?
