gloss,spoken
남자 여자 예의 법 방법 가르치다 주다,남자는 여자에게 도덕을 가르쳤다
아이 혼자 방황,아이가 혼자 방황하고 있습니다.
한국  안  착륙  곳  그 곳,국내선 입국장이 저기에 있습니까?
지하철 곳 다음 차내리다,지하철역을 지나서 내리시기 바랍니다.
마음 아프다,마음이 아프다
모두 일 쉽다 아니다,모든 노동이 쉽게 이루어지지 않는다
위로 필요 같다,위로가 필요할 것 같아
나 설명 듣다 아니다 왜,왜 내설명을 듣지 않아
차  맡기다  무엇,주차대행한 차는 무엇에서 찾습니까?
카드 사용 불가능 고장,카드 인식이 안되나요?
건너다 내리다,반대편에서 내려주세요.
도시 가운데 곳 다음 내리다,시내정류장 지나서 내려주세요.
나 덥다 날 싫다,난 그냥 더운 날씨가 싫어
나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 나 아파 성실 지키다,아빠는 아픈날 위해 정성껏 돌봐주셨다
난방,히터를 켜주세요.
다리 힘들다 빨리 가다 쉬다,다리도 불편한데 일찍 가서 쉬십시오
남편 술 마시다 때문에 고생,남편이 술을 마시기 때문에 힘들어요
춥다 때문에 따뜻하다 만들다 약속,날이 추우니 따뜻하게 만들어
천지 모두 차내리다 가다,우주로 가주세요.
시간 가능 -면 이틀 동안 시골 가다 살다 원하다,가능하면 이틀동안 시골에 가서 지내고 싶어
물건 없다,물건은 없으세요?
나 자유 느끼다 원하다,나는 자유롭고 싶다
밖 싸움 경찰 부르다 부탁,밖에 싸움이 났어요. 순경을 불러주세요.
한국농아인협회 내리다,한국농아인협회로 가주세요.
부탁본인 일 있다 나 먼저 가다,부탁한 일이 있어서 먼저 갈게
세금  공짜  인터넷  신고  받아오다  어느 시간  곳,면세품 인도장은 언제에 있습니까?
파리바게트 다음 저기 차내리다,파리바게뜨 지나서 내려주세요.
수류탄 여러 가지 잃어버리다,무기를 잃어버렸습니다.
나이 병원 예약 부탁,세브란스 병원 검진 예약을 해주세요.
비행기  안  물건  가지다  안되다  무엇,기내 반입 금지 품목을 알려주세요.
중앙 곳 저기 다음 곳,중앙정류장 지나서 내려드릴까요?
이화여대 곳 목적 길 무엇,이화여자대학교에 어떻게 가나요?
여기 곳 서대문구 홍제동 한양 여자 고등 집 위 곳 사람 추락 목적 서다,여기 서대문구 홍제동 한양여고인데 옥상에서 사람이 떨어지려고해요.
저기 참고 가다,참고로 들어가주세요.
명동 내리다,명동역으로 가세요.
안되다,불가능합니다.
배구 잘하다,배구를 잘하다
오늘 뼈곳,오늘은 어디에 있나요?
책 실종,책을 분실하였습니다.
웃다 짓 귀엽다,샐쭉 웃는 짓이 귀엽다
아빠 방학 때 집 시골 보내다,아빠는 방학이면 집을 시골에 보냈다
지름길 차내리다,골목 들어가서 세워주세요.
지하철 곳 옷가게 있다,역사 안에 의상가게가 있습니다.
손가락 깨끗하다 씻다 끝,손가락을 깨끗하게 씻었어
에어컨 켜다,에어컨 좀 켜드릴까요?
아이 잃어버리다,어린이를 잃어버렸습니다.
일본  먹다  곳,일식당이 어디있나요?
친구 태어나다 남자 낳다,내 친구가 아들을 낳았어
한달 누적사용 성 보여주다,정기권 사용 성을 보여드릴까요?
아이 실종 잃어버리다,아이를 잃었나요?
나무 빽빽하다 곳 다음 보다 도착 내리다,숲 지나서 내려주세요.
여자 누구 친하다 친구,그녀는 누구와 아주 친한 친구야
집 동물 돌보다,가축을 돌보다
갚다 납부 받다,보상을 주세요.
여행  당  가입  어디  곳,여행자당을 가입하고 싶은데 어디서 하면 되나요?
빛 실종 잃어버리다,빛을 잃어버리셨나요?
여기 곳 서대문구 홍제동 대우 아파트 집 위 곳 사람 추락 목적 서다,여기 서대문구 홍제동 대우아파트인데 옥상에서 사람이 떨어지려고해요.
노트북 없다 실종,노트북을 잃어버렸습니다.
그것 같다 부탁 -면 감사,그렇게 부탁해줘서 고마워
버스 곳 차내리다 맞다,버스정류장에서 내려드릴까요?
음악 맡다,음악을 맡다
준비  지각  방법,준비시간을 놓쳤습니다. 어떻게 해야 하나요?
땅 그리다 실종,지도를 분실하였습니다.
문제 당신다 당신 말해 약속,문제가 생기면 당신한테 말해
잠깐 기다리다,잠시만 기다려주세요.
사진기 없다 잃어버리다,카메라를 분실하였습니다.
지갑 실종,지갑을 분실하셨나요?
준비 안되다 사용 불가능,준비가 안되네요.
어느 곳 명동 지하철,어디가 명동역인가요?
위험 때 같다 아마,위기가 올 것 같다
안면 사용 불가능 안되다,안면 인식이 안되나요?
미안 다시 일 생기다 아니다 주의,죄송합니다. 다시는 이런 일이 발생하지 않도록 하겠습니다.
마음 깨끗하다 씻다 끝,마음을 깨끗하게 씻었어
안면 사용 잘 안되다,안면 인식이 안되네요.
누나 동생 신 손 시키다 시장 보내다,누나가 동생을 시장에 발을 보냈다
항공  목욕  이것 곳  곳,공항 내 샤워실은 이곳에 있나요?
주변 방 붕괴,근처에 있는 방이 붕괴되고 있어요.
돌 이용 만들다 집 벌레 많다,돌로 만든 집은 벌레가 많다
걷다 빠르다,보행이 빠르다
정신 끄다,정신 좀 꺼주세요.
서울 가다 원하다 무엇,서울로 가려면 어떻게 가나요?
아기 독 약 삼키다,아이가 독극물을 삼켰어요.
항공  목욕  곳  여기,공항 내 샤워실은 여기에 있나요?
바다 가깝다 곳 상어 오다,해안가에 상어가 나타났어요.
나사렛 오케이,나사렛대학교에서 내려드릴까요?
저 신촌 지하철,저는 신촌역입니다.
일 곳 실종,일자리를 잃어버렸습니다.
개 집 지키다 유명하다,개는 집을 잘 지키는 동물로 알려져 있다
바람 타다,바람을 타다
여자 완력 폭행 또 귀엽다,그녀는 아주 폭력적이면서 귀엽다
유턴 맞다,유턴 맞으시죠?
개 호흡 지키다 유명하다,개는 생명을 잘 지키는 동물로 알려져 있다
기억 찾다 실종,기억을 잃어버리셨나요?
나 밤 오빠 만나다 기쁘다,나는 밤에 오빠를 만나서 기뻤다
아기 먹다 오다,아기를 먹을것 같아요.
인천  항공  장소  가다  방법,인천공항으로 어떻게 가나요?
버스 곳 다음 내리다,버스정류장 지나서 내려드릴까요?
지금 바쁘다 미래 처리,나 바쁘니까 이따 처리할게
의식 실종,의식을 잃어버렸습니다.
밤 다음 곳,밤 지나서 내려주세요.
주차  1번  누구,제1 주차장은 누구에 있습니까?
서울대학교 곳 목적 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
약 가깝다,인근에 약국이 있나요?
개 낳다 그렇다면 행복 고생 더 2배,개를 낳으면 행복과 고생은 두배이다
먹다  어디,레스토랑이 어디 있니?
법 차례 지키다 철저하다 중요,규율을 지키는 것은 중요하다
오늘 일 나 뽑다,이번 임무는 내가 직접 뽑는다
저기 방 안에 방 있다,저방에 방이 있어
신호등 횡단보도 건너다,횡단보도 지나서 내려주세요.
목걸이 실종 잃어버리다,목걸이를 분실하셨나요?
여행  정보  묻다  이것 곳,관광안내소는 이곳에 있습니까?
맞다 답 곳곳,정답은 어디에 있나요?
항공  짐  검사  두다  여기  곳,수하물보관소가 여기에 있습니까?
감사 마음 전하다 위하다 재미있다 축하 쓰다,고마운 마음을 담아 축제를 준비했다
아이 실종 잃어버리다,어린아이를 잃어버렸습니다.
버스 곳 저기 다음 도착 차내리다,버스 정류장을 지나서 내려주실 수 있습니까?
서울대학교 길 목적 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
신호등 전 차내리다,신호등 못가서 내려주세요.
안경 찾다 실종,안경을 잃어버렸어요.
더럽다 빨리 씻다,더러우니까 빨리 씻어
아래 집 열,아랫집에 열이 났어요.
스위치 켜다,스위치 좀 켜주세요.
상황 사용 불가능 안되다,상황 인식이 안되네요.
4사람,모두 4명.
살피다 일,감사합니다.
나사렛 도착 가다,나사렛대학교로 갈까요?
차 여기 되다,여기서 차를 탈 수 있습니다.
핸드폰  충전  곳  무엇,휴대폰을 충전할 수 있는 곳이 무엇입니까?
어른 만나다 예의 말하다 필요,어른 앞에선 예의있게 말해야 한다
장사 고장 죽다,장사가 안되나요?
몸 힘들다 빨리 가다 쉬다,몸이 좋지 않으니 일찍가서 쉬세요.
집 태어나다 남자 넘어오다,집에 아들이 들어왔어요.
친구 놀다 짐 되다,친구들과 놀다보니 어느새 짐이 다 되었다
가방  비행기  안  가지다  수송  한계  몇,기내 수하물의 수송 한도는 몇 Kg인가요?
사거리 건너다,사거리 지날까요?
오다,오다
이화여대 가다 목적 곳 방법,이화여자대학교에 어떻게 가나요?
항공  배달  무엇  곳,공항 내 택배를 보낼 수 있는 곳이 무엇입니까?
나 집 씨 오늘 아침 낳다,우리 집 씨가 오늘 아침 송아지를 낳았다
반지 딸 차내리다,공주대학교에서 내려드릴까요?
종이 이용 꽃 그리다,종이로 꽃을 그리다
쉬다 날 때문에 집 장소 사람 많다,휴일이 되어서인지 집에 사람이 많다
백화점 다음 곳 저기 도착 차내리다,백화점 지나서 내려주세요.
요즘 사람 얼굴 좋다,요즘 사람 얼굴이 좋아보인다
반지 딸 목적,공주대학교로 가주세요.
지문 불량 안되다,지문 인식이 안되나요?
아시아  항공  표  어디,아시아나항공 카운터는 어디인가요?
건강 위하다 선택 필요,건강을 위해 선택해야 한다
안면 사용 안되다 고장,안면 인식이 안되네요.
물건  사용  어디  곳,물건을 사용해서 붙이고 싶은데 어디서 하나요?
교통카드 이용,교통카드 이용해주세요.
남자 나 불편하다 생각 아마,그는 나를 불편하게 만드는 것 같았어
나 새벽 가다 때 택시 타다 괜찮다,저는 새벽에 갈때 택시를 타면 돼요
학교 저기 곳,학교 안으로 들어갈까요?
사랑 사람 사귀다 쉽다 어렵다,사랑했던 사람을 사귀는건 어렵다
나사렛 차내리다,나사렛대학교로 가주세요.
시간 잃어버리다 찾다 중에,시간을 잃어버려서 찾고 있어
유턴 맞다,유턴 맞습니다.
여행  T 동아리  가입  곳,여행자팀을 가입하고 싶은데 어디서 하면 되나요?
시간 무엇,시간이 어떻게 되세요?
사진기 실종 잃어버리다,카메라를 잃어버렸어요.
1호 갈아타다 목적 곳곳,1호선 환승하는 곳이 어디인가요?
아버지 늙다 남 돌보다 필요,아버지도 나이가 드셔서 남을 돌보셔야 한다
가을 하다 세상 노랗다 변하다,가을이 하면 온 세상이 노랗다
남편 물 마시다 때문에 고생,남편이 물을 마시기 때문에 힘들다
시간 부족,시간이 부족해
너무 행복 사방 아름답다 보다,너무 행복해서 온 사방이 아름답게 보인다
나 뱀 무섭다,나는 뱀이 무섭다
아이 잃어버리다,아이를 잃어버렸습니다.
강제 내리다 가다,강제로 갈까요?
버스 곳 내리다 맞다,버스정류장에서 내려드릴까요?
책임 일 늦다,업무시간에 늦으셨나요?
육교 곳 다음 내리다,육교 지나서 내려드릴까요?
여자 남편 없다 혼자 개 3 키우다,그녀는 남편없이 혼자 세 개를 키워냈다
움직이다,움직이다
서대문농아인복지관,서대문 청각장애인복지관에 내려주실 수 있나요?
여행  정보  묻다  어디  곳,관광안내소는 어디에 있습니까?
어디 연기 느낌 느끼다,어디선가 연기가 나요. 느낌이 나고 있는 것 같아요.
신호등 전 도착 내리다,신호등 못가서 내려주세요.
소매 날다 실종 찾다 도움받다,날개를 잃어버렸습니다. 도와주세요.
서울대학교 길 찾다 무엇,서울대학교 방향으로 가려면 어떻게 가나요?
지하철 철로 물 떨어지다,선로에 물을 떨어뜨리셨나요?
우산 잃어버리다 실종,우산을 잃어버렸어요.
엄마 얘기 듣다 짜증,엄마한테 얘기를 들었더니 짜증나
카드 고장 사용 안되다,카드 인식이 안되네요.
자판기 길,자판기는 어디에 있습니까?
여기 보다 맞다,여기서 보는 것이 맞습니다.
쓰다,쓰다
기다리다 간절 확인 맞다,기대 해드릴까요?
쇼핑,쇼핑 센터는 어디에 있습니까?
서대문농아인복지관,서대문농아인복지관에서 내려드릴까요?
잘 생각,잘 생각해
비밀 지키다 철저하다 중요,비밀을 지키는 것은 중요하다
책임 일 끝,임무를 마치다
아기 벌 크다 침 팔 주사 쓰러지다,어린애가 말벌에 쏘여서 기절했어요.
수화  바르다 바꾸다  필요  신청  방법,수화교정을 요청하고 싶습니다.
와이파이1  빌리다  어디,와이파이를 어디에서 빌릴 수 있습니까?
일반  어디,일반 승강장은 어디에 있습니까?
이유 마음 좋다 돌보다 노력,그 이유는 마음이 좋으니깐 친절히 돌봐줄거야
안되다,안 됩니다.
첫차 시간,첫 열차는 몇 시입니까?
학교 안 가다,학교 안으로 들어갈까요?
여행  보험  가입  곳,여행자보험에 가입하고 싶은데 어디서 할 수 있나요?
누가 집단폭력,어떤 사람이 집단폭력을 당하고 있어요.
술 취하다 나무 막대 사람 때리다 ,술 취한 인간이 방망이로 인간들을 때리고 있어요.
나무 빽빽하다 다음 차내리다,숲 지나서 내려드릴까요?
아침 버스 거리 1시간,아침까지 버스를 타면 1시간이다
항공  짐  검사  두다  곳,수하물 보관소는 어디에 있습니까?
일 끝 집 가다,노동을 끝내고 집에 갔어
아기  쉬다  무엇,유아 휴게실은 무엇에 있습니까?
피 흐르다 보다 슬프다,피를 봤더니 슬펐다
결과 이야기 맡다 무엇 공부,결론은 공부를 해야한다
방 안 강아지 방치 두다,방 안에 강아지가 방치되어있어요.
요즘 오빠 매일 매일 운동 하다,요즘 오빠는 매일 매일 운동을 한다
내리다,우리 내릴까요?
찾다 어디 ?,어디서 찾아
구름 유치원 다니다 -중,구름이 유치원을 다니고 있어
주변 건물 붕괴,근처에 있는 건물이 붕괴되고 있어요.
중 사이 전 곳 도착 차내리다,중간정류장 못가서 내려주세요.
춥다 켜다,에어컨 좀 켜드릴까요?
음악 듣다 기분 좋다,음악을 들었더니 기분이 좋다
저기 맞다,저기서 내려주세요.
길 안내하다 도와주다,길 찾는 것 좀 도와드릴까요?
아이 없다 실종,아이를 잃어버리셨나요?
유리 고장 등 밟다 등바닥 상처,유리가 깨져서 등을 다쳤어요.
학생 공부 받다 아니다 놀다 뿐,그 아이는 공부를 받지 않고 놀기만 한다
편지 저기 곳 다음 도착 내리다,우체국 지나서 내려주세요.
꿈 뼈곳,꿈은 어디에 있나요?
집 셔틀버스 거리 1시간,집까지 셔틀버스를 타면 1시간이다
보물 무엇 곳,보물이 어디에 있나요?
끝 먹다 가다,종결되고 밥 먹으러 가자
공항 버스 보다 곳 전 도착 내리다,공항버스 정류장에서 내리시기 바랍니다.
친구 갈아타다 곳곳 도움받다,친구 갈아타는 것 좀 도와주세요.
크다,큰
곳 바꾸다,목적지를 변경하고 싶습니다.
시간 다음 도착 내리다,시간 지나서 내려주세요.
와이파이2  빌리다  어디  곳,와이파이를 어디에서 빌릴 수 있습니까?
바람 곳 다음 차내리다,바람 지나서 내려드릴까요?
서로 T 동아리 다르다 싸우다 많다,팀이 달라서 많이 싸웠다
홍수 집 바닥 채우다,홍수가 나서 집이 바닥에 잠기고 있어요.
쉬다 날 때문에 공원 장소 사람 많다,휴일이 되어서인지 공원에 사람이 많다
아기  젖병  곳,유아 수유실은 어디에 있습니까?
밖 열 경찰 부르다 부탁,밖에 열이 났어요. 경찰을 불러주세요.
난방 끄다,에어컨을 꺼주세요.
그네 넘어지다 서다 불가능,그네를 타다가 넘어져서 못 일어나겠어요.
카페  곳  어느 시간,커피숍은 언제에 있습니까?
포기 마음 크다 그렇지만 참다 필요,포기하고 싶은 마음이 크지만 참아야 한다
물건 물건 무겁다 깔리다,물건이 무거운 물건에 깔렸어요.
카드 꼿다,카드를 매주세요.
일어나다  반갑다,일어나서 반갑습니다.
골프채  비행기  안  가지다  가능,골프채를 기내에 가져갈 수 있나요?
공항  방문  미안,김포공항을 이용해 주셔서 미안합니다.
물건  검사  두다  기 들어 올리는 것을 나타내는 동작  곳,코인로커가 거기에 있습니까?
지금 차내리다 맞다,지금 내려드릴까요?
일 끝 집 가다,나는 일을 끝내고 집에 갔다.
사람 곳 길,사람은 어디에 있나요?
한달 누적사용 시간 동안 보다 원하다,정기권 사용 기간을 알고 싶습니다.
아이 없다 잃어버리다,애를 잃어버렸습니다.
맥도날드 보다 다음 곳 차내리다,맥도날드 지나서 내려주세요.
여자 꼴 좋다 돌보다 노력,그 여자는 꼴이 좋으니깐 친절히 돌봐줄거야
수화  방송  필요  신청  방법,수화방송을 요청하고 싶습니다.
목적 장소 목적 가다 무엇,목적지로 가려면 어떻게 가나요?
피자  비행기  안  가지다  가능,피자를 기내에 가져갈 수 있나요?
나 취미 단체 자유 원하다,자유롭게 클럽을 다니고 싶다
도 아직,아직 도 안 했습니다.
회사 만들다 -중,회사를 만들고 있어
작별,작별입니다.
버스 곳 가깝다,부근에 버스 정류장이 있습니다.
오늘 끝 집 가다,오늘을 끝내고 집에 갔어
개 미치다 병 물다,광견병에 걸린 개에게 물렸습니다.
신분당 기차 곳 무엇,신분당선을 타는 역은 어디인가요?
여자 딸 낳다,내 여자가 딸을 낳았어
기 들어 올리는 것을 나타내는 동작 있다,거기에 있을까요?
보다 곳 맞다,보는 곳이 맞나요?
사랑 사람 시간 흐르다 쉽다 어렵다,사랑했던 사람을 보내는건 어렵다
육교 곳 다음 내리다,육교 지나서 내려주세요.
항공  짐  검사  두다  어디  곳,수하물보관소가 어디에 있습니까?
쉬다 날 때문에 공원 장소 일 많다,휴일이 되어서인지 공원에 일이 많다
물  컵  곳,정수기는 어디에 있습니까?
나무 이용 만들다 집 보기 밖 많다,나무로 만든 집은 예외가 많다
홍수 불 물 채우다,홍수가 나서 불이 물에 잠기고 있어요.
돈  바꾸다1  여기,환전은 여기서 하나요?
자동  문열다  자연 기계  싶다  신고  곳,자동자동신고를 하려고 하는데 어디서 하나요?
책 없다 실종,책을 분실하였습니다.
핸드폰  조작  어디,휴대폰을 조작할 수 있는 곳이 어디입니까?
항공  표  받다  그 곳,발권 카운터는 저쪽에 있나요?
의미 잃어버리다 실종,의미를 잃어버리셨나요?
잠실대교 가다,잠실대교로 건너갈까요?
길 곳곳 도움받다,길 찾는 것 좀 도와주세요.
비행기  표  잃어버리다  방법,항공권을 잃어버렸습니다. 어떻게 하나요?
서로 생각 다르다 싸우다 많다,견해가 달라서 많이 싸웠다
키 작다 힘 세다,키는 작아도 힘은 세다
시간 없다,시간이 없어
자신 잃어버리다 실종,자신을 잃어버리셨나요?
정신 실종,정신을 잃어버렸습니다.
사랑 무엇,사랑이 어디에 있나요?
지하철 분 딱,열차 배차 분이 일정한가요?
자판기 안되다,자판기가 안되나요?
북 부 곳 저기 다음 도착 내리다,북부정류장 지나서 내려드릴까요?
신 쉬다 날 때문에 집 계시다,신께서 공휴일이라 집에 계신다
도깨비  깊다 지하,지옥으로 가주세요.
홍수 자신 물 채우다,홍수가 나서 자신이 물에 잠기고 있어요.
보물 길 곳,보물은 어디에 있나요?
매일 아침 운동 계획 만들다,매일 아침 운동하기로 계획하였다
영화 만들다,영화를 만들다
가방 없다 잃어버리다,가방을 잃어버렸어요.
집 앞 넘어지다,집 앞이 무너질려고 해요.
통신  미리  돈주다  가능,통신요금을 정산할 수 있나요?
고통 주세요,고통을 주세요.
서울농아인협회 차내리다,서울농아인협회로 가주세요.
너 위하다 사랑 끝,너를 위해 사랑했어
사람 방 무겁다 깔리다,사람이 무거운 방에 깔렸어요.
누가 거리 곳 냄새 머리 흐르다,어떤 사람이 길거리에서 냄새를 많이 흘리고 있어요.
정신 끄다,정신을 꺼드릴까요?
방 따뜻하다 끝 좋다,방이 너무 따뜻해서 끝이 좋다
돕다 말 받다,조언을 주세요.
불 병 뜨겁다 머리 진통,불에 열이 많이 나고 두통이 심해요.
미안  정보  그대로 찾다  없다,정보를 되찾을 수 없습니다.
젊다 꼬마 여자 길 무엇,소녀는 어디에 있나요?
편의점  무엇,편의점은 무엇에 있습니까?
북 부 곳 맞다,북부정류장에서 내려주세요.
성 사용 불가능 안되다,성 인식이 안되나요?
끝 씹다 가다,끝나고 밥 씹으러 가자
우리 둘 방 같다,우리는 같은 방에 다닌다
학생 공부 하다 아니다 놀다 뿐,그 어린아이는 공부를 하지 않고 놀기만 한다
수업 거부,수업 거부했어
목 어렵다,목이 어려워요
지금 까지 놀다 오늘 여행 시작,그 동안 놀았으니 다시 여행을 시작해야겠다
광 주  버스  어디  곳,광주 시내로 가는 버스 승강장은 어디에 있습니까?
숨다 성질 사용 불가능 고장,음성 인식이 안되나요?
숨 안되다,숨이 안 쉬어져요.
사람 부르다,사람을 불러드릴까요?
선물 주세요,선물을 주세요.
보물 곳곳,보물은 어디에 있나요?
담배  어디  곳,흡연실은 어디에 있습니까?
생명 몸 사용 안되다 고장,생체 인식이 안되나요?
무엇 때문에 못하다,무엇 때문에 못했잖아
증거 확인하는 동작 차내리다,확인해서 내려드릴까요?
말 없다,말이 없어
햄버거  무엇  곳,패스트푸드는 무엇에 있습니까?
시내 버스 곳 내리다 맞다,시내버스정류장에서 내려주세요.
아이 실종 찾다 도움받다 가능,어린이를 잃어버렸습니다. 도와주실 수 있으세요?
의자 곳 무엇,의자는 어디에 있습니까?
조금 부상 내리다,경상대학교로 가주세요.
편의점 무엇 곳,편의점은 어디에 있습니까?
소매 날다 없다 잃어버리다,날개를 잃어버리셨나요?
가다  반갑다,가서 반갑습니다.
누가 잡다,누군가에게 납치되었습니다.
일반,일반 승강장은 어디에 있습니까?
아기 독 약 삼키다,소아가 독극물을 삼켰어요.
미래 친구 가르치다 고민 많다,앞으로 친구들을 어떻게 가르쳐야 할지 난감하다
곰 돌보다,곰을 돌보다
나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 잔소리 때문에 기분 별로,아빠가 잔소리해서 기분이 별로야
누가 거리 곳 물 울다 머리 흐르다,어떤 사람이 길거리에서 눈물를 많이 흘리고 있어요.
길 실종 잃어버리다,길을 잃어버리셨나요?
비 오다 기다리다 되다,비가 오기를 기다려야 한다
송파 지하철 가다 방법,송파역까지 어떻게 가나요?
중앙 곳 맞다,중앙정류장에서 내려주세요.
지금 분위기 불편하다,지금 분위기가 너무 불편해
버스 곳 차내리다 맞다,버스정류장에서 내려주세요.
정신 없다 잃어버리다,정신을 잃어버리셨나요?
미안  정보  얻다  없다,정보를 얻을 수 없습니다.
장사 고장 사용 불가능,장사가 안되네요.
시작 3시,3시에 시작합니다.
여자 마음 좋다 돌보다 노력,그 여자는 심정이 좋으니깐 친절히 돌봐줄거야
잘 사랑,잘 사랑해
차  빌리다  곳,어디에서 렌터카를 빌릴 수 있나요?
잊다 기억,잊어서 기억해
아버지 나 위하다 음식 맛있다 주다,아버지가 날 위해서 맛있는 음식을 해주셨다
소화 고장 죽다,소화가 안되나요?
길 전 저기,길 못가서 내려주세요.
도착 10분 전,10분 후에 도착할 것인가?
누가 건물 추락,누군가 건물에서 떨어졌습니다.
커피  무엇  곳,커피숍은 무엇에 있습니까?
경험 부족,경험이 부족해
버스 안내하다 도와주다,버스 타는 것 좀 도와드릴까요?
좋다,좋은.
비밀  문열다  출입  싶다  신고  곳,비밀출입신고를 하려고 하는데 어디서 하나요?
3 가다 길 방법,3번 출구로 나가려면 어떻게 가나요?
상대 안되다,상대가 안되네요.
나 집 사자 오늘 아침 낳다,우리 집 사자가 오늘 아침 송아지를 낳았다
파리바게트 다음 저기 곳 차내리다,파리바게트 지나서 내려주세요.
나 말 행복 살다,우리 말은 행복하게 살고 있다
둘 1·2·3 세대를 구분하는 동작  때 원인 헤어지다,두 사람은 세대차이로 헤어졌다
구분 사용 안되다 고장,구분이 안되나요?
모두 일 쉽다 아니다,모든 작업이 쉽게 이루어지지 않는다
자판기 불량,자판기가 안되네요.
생각 -보다 오늘 많다,생각보다 오늘이 많이 왔네
손바닥찍다 도착 가다,이 주소로 가볼까요?
아빠 방학 때 밤 시골 보내다,아빠는 방학이면 밤을 시골에 보냈다
방송 보다 마음 편하다,방송을 보면 마음이 편하다
세금  공짜  인터넷  신고  받아오다  여기,면세품 인도장은 여기에 있습니까?
기다리다,기다리다
지금 까지 놀다 오늘 위험 결정 시작,그 동안 놀았으니 다시 모험을 시작해야겠다
시계 잃어버리다,시계를 분실하였습니다.
은행 거래 필요,계좌거래 알려드릴까요?
차  빌리다  집  어디,렌트카를 빌리는 집은 어디에 있습니까?
버스 곳 저기 다음 곳,버스정류장 지나서 내려주세요.
아빠 아들 데려가다 박물관 가다,아버지는 아들을 박물관에 데리고 갔다
고속버스 타다 곳곳,고속버스정류장이 어디에 있나요?
T 승용차 곳 내리다 맞다,택시정류장에서 내려주세요.
화장실  곳  어디,화장실은 어디에 있습니까?
오늘 끝 쉬다 원하다,오늘을 빨리 끝내고 쉬고 싶어
샛길 다음 내리다,골목 지나서 내려주세요.
침대 가방 위로올리다 까먹다,침대에 가방을 놓고 내렸습니다.
카드,카드로 결제할 수 있나요?
한국농아인협회 차내리다,한국농아인협회로 가주세요.
고객,고객 센터는 어디에 있습니까?
겁 두 가지 겁이 겹치다 바쁘다,겁이 많아서 너무 바쁘다
저기 방 안에 시간 있다,저방에 시간이 있어
와이파이1  빌리다  어디  곳,와이파이를 어디에서 빌릴 수 있습니까?
사람 길 무엇,사람은 어디에 있나요?
수업 -다가 중지,수업 중단했어
나이 병원 증거 확인하는 동작 부탁,세브란스 병원 진료 확인을 해주세요.
비행기  안  물건  가지다  허가  무엇,기내반입허가 품목을 알려주세요.
나 -보다 나 더 예쁘다,내가 나보다 이뻐
대구  항공  장소  가다  방법,대구공항으로 어떻게 가나요?
지금 나오다,여기서 나오겠습니다.
너 때문에 못하다,너 때문에 못했어
명동 목적,명동역으로 가세요.
이익 손해 안되다 죽다,이해가 안되나요?
공기청정기 잘 안되다 고장,공기청정기가 작동하지 않습니다.
미래 화 원하다,커서 화가 되고 싶다
차  빌리다  곳  이것 곳,렌트카를 빌리는 곳은 이곳에 있습니까?
저기 지금 곧 부모님 계시다,지금 당장에 부모님이 계셔
빨리 접근 가능,다와가나요?
노트북 찾다 실종,노트북을 잃어버렸습니다.
자판기 길 곳,자판기는 어디에 있나요?
여기 내리다 맞다,여기서 내리는 것이 맞습니다.
카페  곳  이것 곳,커피숍은 이곳에 있습니까?
파리바게트 다음 저기 도착 차내리다,파리바게뜨 지나서 내려주세요.
땀 때문에 땀 내려가다 불편하다,땀 때문에 땀이 자꾸 흘러서 불편하다
아침 먹다 아니다 배고프다 아니다 이상하다,아침을 굶었는데도 이상하게 배가 고프지 않았다
학생 맡다 무엇 병 바꾸다,학생은 치료를 해야한다
세금  되돌리다  돈받다  기 들어 올리는 것을 나타내는 동작  곳,세금환급tax refund 을 거기서 받나요?
그릇 깨끗하다 닦다 끝,그릇을 깨끗하게 닦었어
지하철 일 딱,열차 배차 일이 일정한가요?
선생님 나 자신 가르치다,선생님이 나에게 자신을 가르쳐주셨다
어린이집 주차,어린이집에 차를 주차하겠습니다.
핸드폰 위치 필요,휴대폰 위치를 알려드릴까요?
T 승용차 전 곳 저기 도착 차내리다,택시정류장 못가서 내려주세요.
음악춥음악다음악 음악끄음악다음악,음악을 꺼드릴까요?
나무 이용 만들다 집 비 많다,나무로 만든 집은 비가 많다
기억,기억
폭격 폭발 차 트렁크열다 나르다,트렁크에 폭탄을 넣겠습니다.
도시 가운데 전 곳 도착 차내리다,시내정류장 못가서 내려주세요.
택시 전 곳 저기,택시정류소 못가서 내려주세요.
다시,다시 시도하십시오.
요즘 오빠 매일 희다 보석 운동 하다,요즘 오빠는 매일 은 운동을 한다
미안 제발,제발 미안해
아빠 부인 데려가다 박물관 가다,아빠는 부인을 박물관에 데리고 갔다
계단 곳 무엇,계단은 어디에 있습니까?
시간 안되다,시간이 안 쉬어져요.
언어 사용 불가능 안되다,언어 인식이 안되네요.
청음회관 가다,청음회관에서 내려드릴까요?
답 잃어버리다 실종,답을 잃어버렸습니다.
샛길 곳,골목으로 들어가주세요.
빛 없다 실종,빛을 잃어버리셨나요?
우회전 확인 맞다,우회전이 맞습니다.
