gloss,spoken
"건너다 > 건너편에서 내려주세요.
돈 계산 틀리다 ? > ",요금이 맞지 않나요?
"군청 곳 다음 도착 내리다 > 동사무소 지나서 내려주세요.
여기 차내리다 맞다 > ",여기서 내려주세요.
"호텔 항공 가깝다 곳 ? > 공항 주변에 호텔은 어디있나요?
고속터미널 목적 가다 > ",고속버스터미널로 가주세요.
"너무 덥다 > 너무 더워
나사렛 내리다 오케이 ? > ",나사렛대학교에서 내려드릴까요?
"카드 사용 불가능 고장 > 카드 인식이 안되네요.
접근 도착 > ",다와갑니다.
"모르다 > 모르겠습니다.
사거리 다음 도착 차내리다 ? > ",사거리 지나서 내려드릴까요?
"편의점 곳 무엇 ? > 편의점은 어디에 있나요?
신호등 다음 도착 차내리다 ? > ",신호등 지나서 내려드릴까요?
"친구 쉼쉬다 안되다 > 친구가 숨을 안 쉬는 것 같아요.
카페 어디 곳 ? > ",커피숍은 어디에 있습니까?
"도착 알려주다 > 도착하면 알려주세요.
배 위쪼이다 아프다 > ",배가 꼬이듯 아픕니다.
"노트북 잃어버리다 > 노트북을 잃어버렸습니다.
동안 원래 태어나다 집 가다 > ",오랜만에 고향을 찾다
"학교 저기 가다 ? > 학교 안으로 들어갈까요?
백화점 다음 곳 저기 차내리다 > ",백화점 지나서 내려주세요.
"고생 많다 > 수고가 많았소
확인 가능 ? > ",확인 할 수 있을까요?
"나사렛 곳 가다 ? > 나사렛대학교로 갈까요?
따뜻하다 끄다 > ",에어컨을 꺼주세요.
"짜장 먹다 가다 > 짜장면 먹으러 갈래
너 저기 남자 친하다 ? > ",너 그 남자와 친해?
"가능 > 가능합니다.
차내리다 곳곳 ? > ",어디에서 내려드릴까요?
"좌회전 확인 맞다 ? > 좌회전 맞으시죠?
깨끗하다 > ",깨끗하다
"눈 물건 더럽다 들어오다 > 눈에 이물질이 들어갔어요.
손바닥찍다 목적 > ",이 주소로 가주세요.
"좌회전 차내리다 ? > 좌회전해서 내려드릴까요?
일 어렵다 > ",일이 어려워요
"샛길 다음 여기 ? > 골목길 지나서 내려드릴까요?
계획 만들다 > ",계획을 짜다
"항상 보다 원하다 > 항상 보고 싶어
시청 차내리다 오케이 > ",시청으로 가주세요.
"건너다 ? > 건너편에서 내려드릴까요?
유턴 맞다 ? > ",유턴 해드릴까요?
"일 귀찮다 > 일하기 귀찮아
의자 곳 무엇 ? > ",의자는 어디에 있나요?
"기차 곳 맞다 ? > 기차역에서 내려드릴까요?
가방 실종 ? > ",가방을 분실하셨나요?
"캐리어 무게 곳 ? > 캐리어 무게를 재는 곳은 어디인가요?
시청 차내리다 ? > ",시청에서 내려드릴까요?
"에어컨 사용 잘 안되다 > 에어컨이 안되네요.
시청 차두다 ? > ",시청에서 내려드릴까요?
"여의도 찾다 방법 ? > 여의도로 가려면 어떻게 가나요?
키 작다 힘 세다 > ",키는 작아도 힘은 세다
"나 돈 1000 있다 > 나에게 1000원이 있다
에어컨 > ",에어컨 좀 켜주세요.
"글 작다 보다 어렵다 > 글씨가 작아서 잘 안보인다
중국 먹다 곳 어디 ? > ",중식집이 어디에 있습니까?
"강도 넘어오다 아마 > 강도가 들어온것 같아요.
고속터미널 내리다 가다 > ",고속버스터미널로 가주세요.
"접근 도착 ? > 다와가나요?
버스 전 곳 보다 차내리다 > ",버스정류장 못가서 내려주세요.
"병원 곳 어디 ? > 의무실은 어디에 있습니까?
카드 잃어버리다 > ",카드를 잃어버렸습니다.
"듣다 > 듣다
독 버섯 먹다 같다 > ",독버섯을 먹은 것 같아요.
"공기청정기 안되다 고장 > 공기청정기가 안되네요.
돈 > ",현금입니다.
"수레 빌리다 어디 곳 ? > 휠체어 대여소가 어디에 있습니까?
맞다 반갑다 > ",정말 반갑네 반가워
"서울농아인협회 가다 > 서울농아인협회로 가주세요.
더럽다 > ",더럽다
"저기 차내리다 맞다 > 저기서 내려주세요.
빨리 접근 ? > ",다와가나요?
"청음회관 가다 > 청음회관으로 가주세요.
아이 없다 실종 > ",아이를 잃어버렸습니다.
"지하철 곳 다음 여기 ? > 지하철역 지나서 내려드릴까요?
샛길 가다 > ",골목으로 들어가주세요.
"보건소 곳 다음 도착 내리다 > 보건소 지나서 내려주세요.
터널 다음 도착 내리다 ? > ",터널 지나서 내려드릴까요?
"몸 병 아프다 > 몸이 아프다
나 삶 불행 > ",내 삶은 불행하다
"신호등 다음 도착 차내리다 ? > 신호등 지나서 내려드릴까요?
항공 표 어디 ? > ",항공사 카운터는 어디에 있습니까?
"항공 잠 곳 어디 ? > 공항 내 수면실이 어디에 있나요?
지하철 곳 다음 차내리다 > ",지하철역 지나서 내려주세요.
"집 일 청소 돕다 > 집안일을 도와주다
걷다 빠르다 > ",걸음이 빠르다
"나 믿다 > 오빠만 믿어
물품보관 안되다 > ",물품보관함이 안되네요.
"물품보관 불량 > 물품보관함이 안되네요.
단말기터치 불량 사용 안되다 > ",카드 인식이 안되네요.
"여기 ? > 이것인가요?
유리 내리다 ? > ",창문을 열어드릴까요?
"열쇠 없다 실종 ? > 열쇠를 잃어버리셨나요?
백화점 다음 곳 보다 차내리다 > ",백화점 지나서 내려주세요.
"바람 심하다 > 바람이 쎄다
보다 무엇 ? > ",뭐 보고 있어?
"우산 잃어버리다 실종 > 우산을 분실하였습니다.
종로 곳 가다 길 무엇 ? > ",종로로 가려면 어떻게 가나요?
"옷 크다 입다 불가능 > 옷이 너무 커서 입을 수 없다
물건 검사 두다 어디 ? > ",코인로커가 어디에 있습니까?
"사거리 다음 내리다 ? > 사거리 지나서 내려드릴까요?
기념 물건 곳 어디 ? > ",기념품점이 어디에 있습니까?
"청음회관 내리다 오케이 ? > 청음회관에서 내려드릴까요?
물품보관 사용 불가능 > ",물품보관함이 안되네요.
"나쁘다 > 나쁘다
에어컨 켜다 ? > ",에어컨 좀 켜드릴까요?
"청음회관 가다 ? > 청음회관에서 내려드릴까요?
건너다 내리다 ? > ",건너편에서 내려드릴까요?
"천안아산역 내리다 > 천안아산역으로 가주세요.
접근 도착 되다 ? > ",다와가나요?
"우회전 맞다 ? > 우회전 맞으시죠?
옷 없다 어떻게 > ",입을 옷이 없어 막막해
"버스 타다 곳곳 ? > 버스정류장이 어디에 있나요?
용산역 주차 되다 ? > ",용산역에 주차할 수 있나요?
"지하철 계단 곳 12 > 12번 출구입니다.
돈 > ",현금입니다.
"서울농아인협회 내리다 > 서울농아인협회로 가주세요.
좌회전 확인 맞다 > ",좌회전이 맞습니다.
"힘들다 > 힘듭니다.
에어컨 켜다 > ",에어컨 좀 켜주세요.
"차 내리다 > 창문 좀 열겠습니다.
집 도둑 넘어오다 > ",집에 도둑이 들어왔어요.
"영수증 > 영수증을 주세요.
병 나다 치료 불가능 > ",이 병은 치료가 불가능하다
"우리 둘 학교 같다 > 우리는 같은 학교에 다닌다
아파트 가다 > ",아파트 단지 안으로 가주세요.
"나 > 접니다
약 보다 차내리다 > ",약국 좀 들렀다가주세요.
"열쇠 없다 잃어버리다 ? > 열쇠를 잃어버리셨나요?
느리다 > ",느리다
"음악 듣다 중에 > 음악을 듣고 있어
서울농아인협회 도착 > ",서울농아인협회로 가주세요.
"항공 짐 맡기다 어디 ? > 수하물보관소가 어디에 있습니까?
사슴 달리다 빠르다 > ",사슴이 달리면 빠르다
"좌회전 확인 맞다 ? > 좌회전 해드릴까요?
1호 맞다 > ",1호선이 맞습니다.
"도착 10분 전 ? > 10분 내로 도착하나요?
해파리 팔 주사 > ",해파리에게 쏘였어요.
"고속터미널 곳 가다 > 고속버스터미널로 가주세요.
친구 동시에 일어나다 > ",친구들이 동시에 일어났다
"아파트 저기 곳 ? > 아파트 단지 안으로 들어갈까요?
수고 > ",수고
"서울농아인협회 곳 > 서울농아인협회로 가주세요.
무섭다 > ",무섭다
"공항 내리다 가다 ? > 김포공항으로 갈까요?
능력 부족 > ",실력이 부족하다
"지갑 실종 없다 > 지갑을 잃어버렸습니다.
좌회전 맞다 ? > ",좌회전 해드릴까요?
"지방 버스 곳 어디 ? > 시외버스 승강장은 어디에 있습니까?
버스 곳 내리다 맞다 > ",버스정류장에서 내려주세요.
"손바닥찍다 도착 가다 ? > 이 주소로 갈까요?
올리다 ? > ",창문을 닫아드릴까요?
"있다 > 있습니다.
군청 곳 다음 내리다 ? > ",주민센터 지나서 내려드릴까요?
"나사렛 목적 > 나사렛대학교로 가주세요.
건너다 내리다 오케이 ? > ",건너편에서 내려드릴까요?
"교통카드 충전 되다 ? > 교통카드 충전 되나요?
도착 ? > ",도착했나요?
"지름길 차내리다 가다 > 지름길로 가주세요.
공기청정기 고장 불량 > ",공기청정기가 안되네요.
"기쁘다 > 기쁘다
군청 곳 다음 내리다 > ",동사무소 지나서 내려주세요.
"신호등 다음 도착 차내리다 > 신호등 지나서 내려주세요.
시간 지연되다 ? > ",지연되었나요?
"공항 도착 가다 ? > 김포공항으로 갈까요?
카드 되다 > ",카드도 됩니다.
"버스 곳 내리다 맞다 ? > 버스정류장에서 내려드릴까요?
물건 없다 > ",물건이 없습니다.
"불행 > 불행
오늘 5월 너무 덥다 > ",5월인데 너무 덥다
"맥도날드 보다 다음 곳 내리다 > 맥도날드 지나서 내려주세요.
편지 저기 곳 다음 도착 내리다 > ",우체국 지나서 내려주세요.
"급하다 ? > 급하세요?
꼿다 > ",안전벨트를 매주세요.
"육교 곳 다음 도착 내리다 > 육교 지나서 내려주세요.
친구 만나다 끝 > ",친구를 만났어
"물 너무 더럽다 > 물어 너무 더럽다
경찰 저기 곳 다음 > ",경찰서 지나서 내려주세요.
"고속터미널 가다 내리다 > 고속버스터미널로 가주세요.
물 컵 어디 곳 ? > ",정수기는 어디에 있습니까?
"탑승 ? > 탑승수속은 어디에서 하나요?
시간 지연되다 몇분 ? > ",몇 분 지연되었나요?
"노트북 실종 잃어버리다 > 노트북을 잃어버렸습니다.
어제 -보다 오늘 춥다 아니다 > ",어제보다 오늘이 춥지 않다
"학교 안 가다 > 학교로 들어가주세요.
시계 찾다 실종 > ",시계를 분실하였습니다.
"대략 40분 > 대략 40분입니다.
지금 차내리다 맞다 ? > ",지금 내려드릴까요?
"모두 일 쉽다 아니다 > 모든 일이 쉽게 이루어지지 않는다
화장실 곳곳 ? > ",화장실이 어디에 있나요?
"에어컨 사용 불가능 안되다 > 에어컨이 안되네요.
아기 쉬다 곳 ? > ",유아 휴게실은 어디에 있습니까?
"지하철 단말기터치 안되다 > 교통카드가 찍히지 않습니다.
은행 곳 어디 ? > ",은행은 어디에 있습니까?
"나 여행 자유 원하다 > 자유롭게 여행을 다니고 싶다
한국 항공 표 어디 ? > ",대한항공 카운터는 어디에 있습니까?
"시청 내리다 > 시청으로 가주세요.
춥다 끄다 ? > ",에어컨을 꺼드릴까요?
"병원 저기 다음 도착 차내리다 > 병원 지나서 내려주세요.
청음회관 내리다 > ",청음회관으로 가주세요.
"돈 계산 잘못하다 > 계산을 잘못하였습니다.
시간 지키다 필요 > ",시간을 지켜야 한다
"말하다 > 말하다
여기 서울 지하철 > ",여기는 서울역입니다.
"샛길 다음 차내리다 ? > 골목길 지나서 내려드릴까요?
경찰 저기 곳 다음 내리다 ? > ",경찰서 지나서 내려드릴까요?
"청음회관 도착 > 청음회관으로 가주세요.
종로 찾다 가다 곳 방법 ? > ",종로로 가려면 어떻게 가나요?
"지하철 곳 어디 ? > 지하철 승강장은 어디에 있습니까?
여의도 길 무엇 ? > ",여의도로 가려면 어떻게 가나요?
"여기 내리다 맞다 ? > 여기서 내려드릴까요?
에어컨 불량 안되다 > ",에어컨이 안되네요.
"아파트 안 가다 > 아파트 단지 안으로 가주세요.
궁금 또 있다 ? > ",더 궁금하신 점은 없으신가요?
"저기 일 하다 싫다 > 그 일은 하기 싫어
너 위하다 준비 끝 > ",너를 위해 준비했어
"돈 > 현금입니다.
좌회전 맞다 ? > ",좌회전 맞으시죠?
"의자 곳 ? > 의자는 어디에 있나요?
명동 곳 > ",명동역으로 가주세요.
"어린이집 주차 > 어린이집에 주차하겠습니다.
한국농아인협회 오케이 ? > ",한국농아인협회에서 내려드릴까요?
"나사렛 곳 > 나사렛대학교로 가주세요.
카드 단말기터치 다시 > ",카드를 다시 대세요.
"영수증 받다 > 영수증을 주세요.
군청 곳 다음 도착 차내리다 > ",동사무소 지나서 내려주세요.
"샛길 다음 내리다 ? > 골목길 지나서 내려드릴까요?
카드 없다 잃어버리다 ? > ",카드를 분실하셨나요?
"에어컨 사용 불가능 고장 ? > 에어컨이 안되나요?
건너다 차두다 > ",건너편에서 내려주세요.
"택시 기본 오천원 > 기본 요금은 오천원입니다.
신호등 다음 내리다 ? > ",신호등 지나서 내려드릴까요?
"지름길 내리다 ? > 골목 들어가서 내려드릴까요?
터널 다음 도착 차내리다 > ",터널 지나서 내려주세요.
"카페 어디 ? > 커피숍은 어디에 있습니까?
잠실대교 가다 ? > ",잠실대교로 건너가드릴까요?
"오천원 > 오천원입니다.
열쇠 잃어버리다 실종 ? > ",열쇠를 잃어버리셨나요?
"신호등 다음 차내리다 ? > 신호등 지나서 내려드릴까요?
화장실 곳 어디 ? > ",화장실은 어디에 있습니까?
"자판기 길 무엇 ? > 자판기는 어디에 있나요?
만원 > ",만원입니다.
"돈 > 현금입니다.
에어컨 고장 잘 안되다 > ",에어컨이 안되네요.
"어떻게 ? > 어떻게 하나요?
숨 안되다 > ",숨이 안 쉬어져요.
"문 몸 끼다 > 문에 몸이 끼었어요.
백화점 곳 다음 보다 내리다 > ",백화점 지나서 내려주세요.
"조심 > 조심하세요.
스타벅스 전 곳 도착 차내리다 > ",스타벅스 못가서 내려주세요.
"공항 내리다 가다 ? > 김포공항으로 갈까요?
버스 곳 차내리다 맞다 ? > ",버스정류장에서 내려드릴까요?
"인천 항공 장소 가다 방법 ? > 인천공항으로 어떻게 가나요?
사진기 실종 잃어버리다 > ",카메라를 분실하였습니다.
"서울농아인협회 가다 > 서울농아인협회로 가주세요.
지금 내리다 > ",여기서 내리겠습니다.
"학교 다니다 > 학교에 다니다
좌회전 차내리다 > ",좌회전하고 내려주세요.
"데려가다 > 데려가다
도착 1시간 전 > ",1시간 내로 도착합니다.
"햄버거 곳 ? > 패스트푸드는 어디에 있습니까?
우회전 확인 맞다 ? > ",우회전 해드릴까요?
"편의점 무엇 ? > 편의점은 어디에 있나요?
항공 잠 어디 ? > ",공항 내 수면실이 어디에 있나요?
"돈주다 얼마 ? > 얼마인가요?
여행 정보 묻다 곳 ? > ",관광안내소는 어디에 있습니까?
"포기 안되다 > 포기하면 안돼
난방 켜다 > ",히터 좀 켜주세요.
"여의도 곳 방법 ? > 여의도로 가려면 어떻게 가나요?
택시 문자보내다 맞다 > ",제가 콜택시를 불렀습니다.
"파리바게트 다음 저기 내리다 > 파리바게트 지나서 내려주세요.
여의도 목적 무엇 ? > ",여의도로 가려면 어떻게 가나요?
"매일 > 매일
택시 전 저기 곳 내리다 > ",택시정류장 못가서 내려주세요.
"시계 잃어버리다 실종 > 시계를 분실하였습니다.
돕다상대방 필요하다 ? > ",도와줄까?
"표 사다 > 승차권을 구입하셔야 합니다.
병원 주차 > ",병원에 주차하겠습니다.
"물품보관 문안열리다 안되다 > 물품보관함이 안되네요.
건너다 차내리다 오케이 > ",건너편에서 내려주세요.
"차 맡기다 곳 어디 ? > 주차대행한 차는 어디에서 찾습니까?
지갑 잃어버리다 실종 ? > ",지갑을 분실하셨나요?
"지금 시작 해라 > 지금부터 시작해라
나 집 불 > ",우리 집에 불이 났어요.
"자판기 안되다 > 자판기가 안되네요.
지금 카드 충전 > ",지금 카드를 충전하겠습니다.
"버스 오다 기다리다 되다 > 버스가 오기를 기다려야 한다
청음회관 내리다 > ",청음회관으로 가주세요.
"배고프다 힘 없다 > 배고파서 힘이 없다
나 너 비교 나 빠르다 > ",너보다 내가 더 빨라
"터널 다음 도착 차내리다 ? > 터널 지나서 내려드릴까요?
터널 다음 내리다 > ",터널 지나서 내려주세요.
"잠깐 기다리다 > 잠깐 기다려주세요.
스타벅스 곳 저기 전 > ",스타벅스 못가서 내려주세요.
"영화 보다 > 영화를 보다
설명 천천히 > ",천천히 설명해주세요.
"에어컨 켜다 > 에어컨 좀 켜주세요.
여기 내리다 맞다 > ",여기서 내려주세요.
"저기 아파트 가다 > 아파트 단지 안으로 가주세요.
만나다 > ",만나다
"손바닥찍다 가다 내리다 ? > 이 주소로 갈까요?
비 같다 아마 > ",비가 올 것 같다
"기차 곳 내리다 맞다 ? > 기차역에서 내려드릴까요?
경찰 부르다 > ",제가 경찰을 불렀습니다.
"기차 곳 차내리다 맞다 > 기차역에서 내려주세요.
막차 시간 ? > ",막차는 몇 시인가요?
"단말기터치 고장 사용 안되다 > 카드 인식이 안되네요.
항공 목욕 곳 어디 ? > ",공항 내 샤워실이 어디에 있나요?
"아기 쉬다 어디 ? > 유아 휴게실은 어디에 있습니까?
나 너 다르다 > ",나는 너와 다르다
"누가 집단폭력 > 어떤 사람이 집단폭력을 당하고 있어요.
서울농아인협회 가다 ? > ",서울농아인협회에서 내려드릴까요?
"터널 다음 내리다 ? > 터널 지나서 내려드릴까요?
손바닥찍다 가다 > ",이 주소로 가주세요.
"약 곳곳 ? > 약국은 어디에 있나요?
스타벅스 저기 곳 전 저기 > ",스타벅스 못가서 내려주세요.
"바람 느낌 시원 > 바람이 시원하다
사거리 다음 내리다 > ",사거리 지나서 내려주세요.
"샛길 곳 > 골목으로 들어가주세요.
대로 다음 차내리다 > ",큰 길 지나서 내려주세요.
"돈 > 현금입니다.
에어컨 ? > ",에어컨 좀 켜드릴까요?
"나사렛 전 차내리다 > 나사렛대학교 못가서 내려주세요.
안내소 무엇 곳 ? > ",안내소는 어디에 있나요?
"서울역 차내리다 가다 > 서울역으로 가주세요.
엘리베이터 곳곳 ? > ",엘리베이터는 어디에 있나요?
"에어컨 고장 안되다 > 에어컨이 안되네요.
서대문농아인복지관 도착 > ",서대문농아인복지관으로 가주세요.
"카드 불량 잘 안되다 > 카드 인식이 안되네요.
보청기 찾다 실종 > ",보청기를 잃어버렸습니다.
"서대문농아인복지관 ? > 서대문농아인복지관에서 내려드릴까요?
신호등 다음 곳 > ",신호등 지나서 내려주세요.
"발권 ? > 발권 카운터는 어디에 있나요?
기차 곳 차내리다 맞다 ? > ",기차역에서 내려드릴까요?
"제주 홍보 곳 ? > 제주 홍보관은 어디입니까?
아이 없다 잃어버리다 ? > ",아이를 잃어버리셨나요?
"눈 -중 눈 사람 만들다 놀다 > 눈이 와서 눈사람을 만들다
청음회관 ? > ",청음회관에서 내려드릴까요?
"버스 곳 저기 다음 곳 ? > 버스정류장 지나서 내려드릴까요?
보내다 > ",보내다
"택시 전 저기 곳 > 택시정류장 못가서 내려주세요.
여의도 곳 무엇 ? > ",여의도로 가려면 어떻게 가나요?
"고속터미널 가다 내리다 > 고속버스터미널로 가주세요.
에어컨 고장 사용 안되다 > ",에어컨이 안되네요.
"명동 차내리다 ? > 명동역으로 갈까요?
볼펜 찾다 중에 > ",볼펜을 찾고 있어
"길 곳곳 도움받다 > 길 찾는 것 좀 도와주세요.
자판기 고장 ? > ",자판기가 안되나요?
"중요 잊다 하지마 > 중요하니깐 잊지마
저기 내리다 맞다 > ",저기서 내려주세요.
"공항 가다 내리다 ? > 김포공항으로 갈까요?
지갑 사라지다 실종 ? > ",지갑을 분실하셨나요?
"집 계시다 누구 ? > 집에 누구 계셔?
돕다 필요 ? > ",찾는걸 도와줄까
"시계 실종 > 시계를 분실하였습니다.
기차 곳 내리다 맞다 ? > ",기차역에서 내려드릴까요?
"버스 곳 다음 차내리다 > 버스정류장 지나서 내려주세요.
도착 시간 딱 > ",제시간에 도착합니다.
"오천원 ? > 오천원인가요?
필요없다 > ",필요없습니다.
"한국농아인협회 ? > 한국농아인협회에서 내려드릴까요?
끝 먹다 가다 > ",끝나고 밥 먹으러 가자
"시간 지키다 철저하다 중요 > 시간을 지키는 것은 중요하다
여의도 길 방법 ? > ",여의도로 가려면 어떻게 가나요?
"카드 단말기터치 다시 해보다 > 카드를 다시 대세요.
너무 기쁘다 눈물 흘리다 > ",너무 기뻐서 눈물이 흘렀다
"안전벨트 꼿다 > 안전벨트를 매주세요.
여행 편안 반갑다 부탁 > ",즐거운 여행 되시길 바랍니다.
"신호등 전 내리다 > 신호등 못가서 내려주세요.
에어컨 불량 사용 안되다 ? > ",에어컨이 안되나요?
"언니 생일 잊다 > 언니의 생일을 잊었다
유리 올리다 > ",창문 좀 닫겠습니다.
"몸 아프다 회복 금방 > 회복이 빠르다
차 올리다 ? > ",창문을 닫아드릴까요?
"9호 > 9호선입니다.
택시 문자받다 맞다 ? > ",콜을 부르셨나요?
"육교 곳 다음 차내리다 > 육교 지나서 내려주세요.
버스 전 저기 곳 저기 > ",버스정류장 못가서 내려주세요.
"차 안 강아지 방치 두다 > 차 안에 강아지가 방치되어있어요.
버스 곳 다음 여기 > ",버스정류장 지나서 내려주세요.
"나사렛 차내리다 > 나사렛대학교로 가주세요.
남자 생각 궁금 물어보다 > ",그의 생각은 어떤지 물어보았다
"나 너 싫다 > 나는 네가 싫어
차 빌리다 곳 ? > ",렌트카를 빌리는 곳은 어디에 있습니까?
"카드 불량 사용 안되다 ? > 카드 인식이 안되나요?
카드 불량 안되다 > ",카드 인식이 안되네요.
"사거리 건너다 ? > 사거리 지날까요?
시청 내리다 오케이 ? > ",시청에서 내려드릴까요?
"어린이집 보다 차내리다 ? > 어린이집이 보이면 내려드릴까요?
버스 어디 곳 ? > ",시내버스 승강장은 어디에 있습니까?
"여기 맞다 > 여기서 내려주세요.
힘들다 그렇지만 참다 필요 > ",힘들어도 참아야 한다
"핸드폰 찾다 실종 > 휴대폰을 잃어버렸습니다.
청음회관 차내리다 오케이 ? > ",청음회관에서 내려드릴까요?
"좌회전 맞다 > 좌회전이 맞습니다.
단말기터치 안되다 죽다 ? > ",카드 인식이 안되나요?
"나사렛 내리다 ? > 나사렛대학교에서 내려드릴까요?
괜찮다 > ",괜찮아요.
"불가능 > 불가능
우회전 확인 맞다 > ",우회전이 맞습니다.
"기억 > 기억
남자 만나다 싫다 > ",그 남자를 만나기 싫어
"버스 전 곳 저기 내리다 > 버스정류장 못가서 내려주세요.
에어컨 켜다 ? > ",에어컨 좀 켜드릴까요?
"택시 기본 만원 > 기본 요금은 만원입니다.
항공 잠 곳 ? > ",공항 내 수면실이 어디에 있나요?
"성격 다르다 이혼 > 성격이 달라서 이혼했다
고속터미널 가다 차내리다 > ",고속버스터미널로 가주세요.
"샛길 문 가다 > 골목으로 들어가주세요.
아파트 저기 ? > ",아파트 단지 안으로 들어갈까요?
"에어컨 고장 사용 안되다 ? > 에어컨이 안되나요?
돈받다 > ",요금을 지불하셔야 합니다.
"은행 저기 곳 다음 도착 내리다 > 은행 지나서 내려주세요.
우회전 맞다 > ",우회전이 맞습니다.
"좌회전 확인 맞다 ? > 좌회전 맞으시죠?
카드 다르다 또 없다 ? > ",다른 카드 없으세요?
"타다 > 타세요.
에어컨 사용 불가능 안되다 ? > ",에어컨이 안되나요?
"시간 부족 > 시간이 부족해
에어컨 켜다 > ",에어컨 좀 켜주세요.
"버스 곳 다음 차내리다 > 버스정류장 지나서 내려주세요.
우연 알다 오빠 만나다 > ",아는 오빠를 우연히 만났어
"샛길 저기 ? > 골목으로 들어갈까요?
종로 목적 가다 방법 ? > ",종로로 가려면 어떻게 가나요?
"맞다 > 맞습니다.
스타벅스 전 곳 내리다 > ",스타벅스 못가서 내려주세요.
"명동 내리다 ? > 명동역으로 갈까요?
저기 샛길 가다 > ",골목으로 들어가주세요.
"내리다 ? > 창문을 열어드릴까요?
개 뼈 뼈다귀 삼키다 > ",강아지가 뼈를 삼켰어요.
"일 너무 느리다 > 일 속도가 너무 느려
종로 곳 가다 무엇 ? > ",종로로 가려면 어떻게 가나요?
"소리 커 > 소리가 너무 커
심심하다 > ",심심하다
"택시 곳 ? > 택시 승강장은 어디에 있습니까?
지하철 시간 딱 ? > ",열차 배차 시간이 일정한가요?
"은행 길 ? > 은행은 어디에 있나요?
지하철 단말기터치 안되다 ? > ",교통카드가 안 찍히나요?
"열쇠 실종 > 열쇠를 잃어버렸습니다.
담배 어디 ? > ",흡연실은 어디에 있습니까?
"명동 내리다 > 명동역으로 가주세요.
여자 나 친하다 친구 > ",그녀는 나와 아주 친한 친구야
"응급실 가다 > 응급실로 가주세요.
안전벨트 꼿다 > ",안전벨트를 매주세요.
"육교 곳 다음 > 육교 지나서 내려주세요.
남자 생각 마지막 대답 > ",그는 오랜 생각끝에 대답했다
"항공 표 받다 어디 곳 ? > 발권 카운터는 어디에 있나요?
나 너 포기 불가능 > ",난 너를 포기할 수 없어
"돈 ? > 현금이세요?
뒤 차따라가다 > ",앞 차 따라가 주세요.
"카드 없다 실종 ? > 카드를 분실하셨나요?
바다 가깝다 곳 해파리 오다 > ",해안가에 해파리가 나타났어요.
"3 목적 길 방법 ? > 3번 출구로 나가려면 어떻게 가나요?
버스 전 곳 보다 내리다 > ",버스정류장 못가서 내려주세요.
"기억 없다 낯설다 > 얼굴을 잊어서 누군지 몰랐다
힘들다 ? > ",힘드세요?
"물 컵 곳 ? > 정수기는 어디에 있습니까?
지름길 도착 가다 > ",지름길로 가주세요.
"물품보관 사용 안되다 ? > 물품보관함이 안되나요?
택시 돈 되다 ? > ",현금도 되나요?
"기차 곳 차내리다 맞다 ? > 기차역에서 내려드릴까요?
반지 없다 잃어버리다 > ",반지를 분실하였습니다.
"돈 얼마 ? > 얼마인가요?
좋다 일 있다 아마 > ",좋은 일이 있을거야
"아이 실종 ? > 아이를 잃어버리셨나요?
기차 곳 맞다 > ",기차역에서 내려주세요.
"112 신고 부탁 > 112에 신고해주세요.
옷 더럽다 심하다 빨래 > ",옷이 너무 더러워서 빨았어
"버스 곳 내리다 맞다 > 버스정류장에서 내려주세요.
반 안 일등 하다 > ",반에서 일등을 하다
"단말기터치 사용 잘 안되다 > 카드 인식이 안되네요.
버스 곳 내리다 맞다 ? > ",버스정류장에서 내려드릴까요?
"천안아산역 내리다 > 천안아산역으로 가주세요.
안되다 ? > ",안되나요?
"차 유리 내리다 > 창문 좀 열겠습니다.
단말기터치 고장 ? > ",카드 인식이 안되나요?
"터널 다음 여기 > 터널 지나서 내려주세요.
역무원 부르다 나 > ",제가 역무원을 불렀습니다.
"약 무엇 곳 ? > 약국은 어디에 있나요?
지하철 곳 1 무엇 ? > ",1번 승강장인가요?
"커피 곳 ? > 커피숍은 어디에 있습니까?
자판기 고장 > ",자판기가 안되네요.
"건너다 차내리다 > 건너편에서 내려주세요.
누가 벼락 엄지손가락 > ",어떤 사람이 벼락을 맞았어요.
"유리 내리다 > 창문 좀 열겠습니다.
담배 곳 어디 ? > ",흡연실은 어디에 있습니까?
"어린이교통카드 되다 ? > 아이 교통 카드도 되나요?
바다 가깝다 곳 상어 오다 > ",해안가에 상어가 나타났어요.
"난방 켜다 ? > 히터 좀 켜드릴까요?
지하철 안 없다 ? > ",지하철 안에 없나요?
"언덕 저기 곳 다음 내리다 ? > 언덕 지나서 내려드릴까요?
군청 곳 다음 여기 > ",동사무소 지나서 내려주세요.
"찾다 > 찾다
2호 ? > ",2호선인가요?
"나사렛 내리다 오케이 ? > 나사렛대학교에서 내려드릴까요?
지갑 찾다 실종 ? > ",지갑을 분실하셨나요?
"터널 다음 여기 ? > 터널 지나서 내려드릴까요?
맥도날드 보다 곳 다음 내리다 > ",맥도날드 지나서 내려주세요.
"돕다 부탁 > 도와주세요!
기차 곳 차내리다 맞다 > ",기차역에서 내려주세요.
"명동 내리다 ? > 명동역으로 갈까요?
회의실 곳 무엇 ? > ",회의실은 어디에 있나요?
"서울농아인협회 차내리다 > 서울농아인협회로 가주세요.
차밀리다 기다리다 ? > ",차가 막히나요?
